	annotation_category	fident	COV_query	COV_target	TruePositive	FalsePositive	sum_TPFP	precision	TruePositive_x_sum_TPFP
696	InterPro	0.05	0.4	0.6	36634	22858	59492	0.6157802729778794	22558.494520271634
697	InterPro	0.05	0.4	0.7	36634	22858	59492	0.6157802729778794	22558.494520271634
698	InterPro	0.05	0.4	0.8	36634	22858	59492	0.6157802729778794	22558.494520271634
699	InterPro	0.05	0.4	0.9	36634	22858	59492	0.6157802729778794	22558.494520271634
700	InterPro	0.05	0.5	0.5	36634	22858	59492	0.6157802729778794	22558.494520271634
701	InterPro	0.05	0.5	0.6	36634	22858	59492	0.6157802729778794	22558.494520271634
702	InterPro	0.05	0.5	0.7	36634	22858	59492	0.6157802729778794	22558.494520271634
703	InterPro	0.05	0.5	0.8	36634	22858	59492	0.6157802729778794	22558.494520271634
704	InterPro	0.05	0.5	0.9	36634	22858	59492	0.6157802729778794	22558.494520271634
705	InterPro	0.05	0.6	0.6	36634	22858	59492	0.6157802729778794	22558.494520271634
706	InterPro	0.05	0.6	0.7	36634	22858	59492	0.6157802729778794	22558.494520271634
707	InterPro	0.05	0.6	0.8	36634	22858	59492	0.6157802729778794	22558.494520271634
708	InterPro	0.05	0.6	0.9	36634	22858	59492	0.6157802729778794	22558.494520271634
709	InterPro	0.05	0.7	0.7	36634	22858	59492	0.6157802729778794	22558.494520271634
710	InterPro	0.05	0.7	0.8	36634	22858	59492	0.6157802729778794	22558.494520271634
711	InterPro	0.05	0.7	0.9	36634	22858	59492	0.6157802729778794	22558.494520271634
712	InterPro	0.05	0.8	0.8	36634	22858	59492	0.6157802729778794	22558.494520271634
713	InterPro	0.05	0.8	0.9	36634	22858	59492	0.6157802729778794	22558.494520271634
714	InterPro	0.05	0.9	0.9	36634	22858	59492	0.6157802729778794	22558.494520271634
715	Pfam	0.05	0.0	0.0	44715	8236	52951	0.8444599724273385	37760.02766708844
716	Pfam	0.05	0.0	0.1	44715	8236	52951	0.8444599724273385	37760.02766708844
717	Pfam	0.05	0.0	0.2	44715	8236	52951	0.8444599724273385	37760.02766708844
718	Pfam	0.05	0.0	0.3	44715	8236	52951	0.8444599724273385	37760.02766708844
719	Pfam	0.05	0.0	0.4	44715	8236	52951	0.8444599724273385	37760.02766708844
720	Pfam	0.05	0.0	0.5	44715	8236	52951	0.8444599724273385	37760.02766708844
721	Pfam	0.05	0.0	0.6	44715	8236	52951	0.8444599724273385	37760.02766708844
722	Pfam	0.05	0.0	0.7	44715	8236	52951	0.8444599724273385	37760.02766708844
723	Pfam	0.05	0.0	0.8	44715	8236	52951	0.8444599724273385	37760.02766708844
724	Pfam	0.05	0.0	0.9	44715	8236	52951	0.8444599724273385	37760.02766708844
725	Pfam	0.05	0.1	0.1	44715	8236	52951	0.8444599724273385	37760.02766708844
726	Pfam	0.05	0.1	0.2	44715	8236	52951	0.8444599724273385	37760.02766708844
727	Pfam	0.05	0.1	0.3	44715	8236	52951	0.8444599724273385	37760.02766708844
728	Pfam	0.05	0.1	0.4	44715	8236	52951	0.8444599724273385	37760.02766708844
729	Pfam	0.05	0.1	0.5	44715	8236	52951	0.8444599724273385	37760.02766708844
730	Pfam	0.05	0.1	0.6	44715	8236	52951	0.8444599724273385	37760.02766708844
731	Pfam	0.05	0.1	0.7	44715	8236	52951	0.8444599724273385	37760.02766708844
732	Pfam	0.05	0.1	0.8	44715	8236	52951	0.8444599724273385	37760.02766708844
733	Pfam	0.05	0.1	0.9	44715	8236	52951	0.8444599724273385	37760.02766708844
734	Pfam	0.05	0.2	0.2	44715	8236	52951	0.8444599724273385	37760.02766708844
735	Pfam	0.05	0.2	0.3	44715	8236	52951	0.8444599724273385	37760.02766708844
736	Pfam	0.05	0.2	0.4	44715	8236	52951	0.8444599724273385	37760.02766708844
737	Pfam	0.05	0.2	0.5	44715	8236	52951	0.8444599724273385	37760.02766708844
738	Pfam	0.05	0.2	0.6	44715	8236	52951	0.8444599724273385	37760.02766708844
739	Pfam	0.05	0.2	0.7	44715	8236	52951	0.8444599724273385	37760.02766708844
740	Pfam	0.05	0.2	0.8	44715	8236	52951	0.8444599724273385	37760.02766708844
741	Pfam	0.05	0.2	0.9	44715	8236	52951	0.8444599724273385	37760.02766708844
742	Pfam	0.05	0.3	0.3	44715	8236	52951	0.8444599724273385	37760.02766708844
743	Pfam	0.05	0.3	0.4	44715	8236	52951	0.8444599724273385	37760.02766708844
744	Pfam	0.05	0.3	0.5	44715	8236	52951	0.8444599724273385	37760.02766708844
745	Pfam	0.05	0.3	0.6	44715	8236	52951	0.8444599724273385	37760.02766708844
746	Pfam	0.05	0.3	0.7	44715	8236	52951	0.8444599724273385	37760.02766708844
747	Pfam	0.05	0.3	0.8	44715	8236	52951	0.8444599724273385	37760.02766708844
748	Pfam	0.05	0.3	0.9	44715	8236	52951	0.8444599724273385	37760.02766708844
749	Pfam	0.05	0.4	0.4	44715	8236	52951	0.8444599724273385	37760.02766708844
750	Pfam	0.05	0.4	0.5	44715	8236	52951	0.8444599724273385	37760.02766708844
751	Pfam	0.05	0.4	0.6	44715	8236	52951	0.8444599724273385	37760.02766708844
752	Pfam	0.05	0.4	0.7	44715	8236	52951	0.8444599724273385	37760.02766708844
753	Pfam	0.05	0.4	0.8	44715	8236	52951	0.8444599724273385	37760.02766708844
754	Pfam	0.05	0.4	0.9	44715	8236	52951	0.8444599724273385	37760.02766708844
755	Pfam	0.05	0.5	0.5	44715	8236	52951	0.8444599724273385	37760.02766708844
756	Pfam	0.05	0.5	0.6	44715	8236	52951	0.8444599724273385	37760.02766708844
757	Pfam	0.05	0.5	0.7	44715	8236	52951	0.8444599724273385	37760.02766708844
758	Pfam	0.05	0.5	0.8	44715	8236	52951	0.8444599724273385	37760.02766708844
759	Pfam	0.05	0.5	0.9	44715	8236	52951	0.8444599724273385	37760.02766708844
760	Pfam	0.05	0.6	0.6	44715	8236	52951	0.8444599724273385	37760.02766708844
761	Pfam	0.05	0.6	0.7	44715	8236	52951	0.8444599724273385	37760.02766708844
762	Pfam	0.05	0.6	0.8	44715	8236	52951	0.8444599724273385	37760.02766708844
763	Pfam	0.05	0.6	0.9	44715	8236	52951	0.8444599724273385	37760.02766708844
764	Pfam	0.05	0.7	0.7	44715	8236	52951	0.8444599724273385	37760.02766708844
765	Pfam	0.05	0.7	0.8	44715	8236	52951	0.8444599724273385	37760.02766708844
766	Pfam	0.05	0.7	0.9	44715	8236	52951	0.8444599724273385	37760.02766708844
767	Pfam	0.05	0.8	0.8	44715	8236	52951	0.8444599724273385	37760.02766708844
768	Pfam	0.05	0.8	0.9	44715	8236	52951	0.8444599724273385	37760.02766708844
769	Pfam	0.05	0.9	0.9	44715	8236	52951	0.8444599724273385	37760.02766708844
770	EC number	0.1	0.0	0.0	9331	1320	10651	0.8760679748380433	8174.590273213782
771	EC number	0.1	0.0	0.1	9331	1320	10651	0.8760679748380433	8174.590273213782
772	EC number	0.1	0.0	0.2	9331	1320	10651	0.8760679748380433	8174.590273213782
773	EC number	0.1	0.0	0.3	9331	1320	10651	0.8760679748380433	8174.590273213782
774	EC number	0.1	0.0	0.4	9331	1320	10651	0.8760679748380433	8174.590273213782
775	EC number	0.1	0.0	0.5	9331	1320	10651	0.8760679748380433	8174.590273213782
776	EC number	0.1	0.0	0.6	9331	1320	10651	0.8760679748380433	8174.590273213782
777	EC number	0.1	0.0	0.7	9331	1320	10651	0.8760679748380433	8174.590273213782
778	EC number	0.1	0.0	0.8	9331	1320	10651	0.8760679748380433	8174.590273213782
779	EC number	0.1	0.0	0.9	9331	1320	10651	0.8760679748380433	8174.590273213782
780	EC number	0.1	0.1	0.1	9331	1320	10651	0.8760679748380433	8174.590273213782
781	EC number	0.1	0.1	0.2	9331	1320	10651	0.8760679748380433	8174.590273213782
782	EC number	0.1	0.1	0.3	9331	1320	10651	0.8760679748380433	8174.590273213782
783	EC number	0.1	0.1	0.4	9331	1320	10651	0.8760679748380433	8174.590273213782
784	EC number	0.1	0.1	0.5	9331	1320	10651	0.8760679748380433	8174.590273213782
785	EC number	0.1	0.1	0.6	9331	1320	10651	0.8760679748380433	8174.590273213782
786	EC number	0.1	0.1	0.7	9331	1320	10651	0.8760679748380433	8174.590273213782
787	EC number	0.1	0.1	0.8	9331	1320	10651	0.8760679748380433	8174.590273213782
788	EC number	0.1	0.1	0.9	9331	1320	10651	0.8760679748380433	8174.590273213782
789	EC number	0.1	0.2	0.2	9331	1320	10651	0.8760679748380433	8174.590273213782
790	EC number	0.1	0.2	0.3	9331	1320	10651	0.8760679748380433	8174.590273213782
791	EC number	0.1	0.2	0.4	9331	1320	10651	0.8760679748380433	8174.590273213782
792	EC number	0.1	0.2	0.5	9331	1320	10651	0.8760679748380433	8174.590273213782
793	EC number	0.1	0.2	0.6	9331	1320	10651	0.8760679748380433	8174.590273213782
794	EC number	0.1	0.2	0.7	9331	1320	10651	0.8760679748380433	8174.590273213782
795	EC number	0.1	0.2	0.8	9331	1320	10651	0.8760679748380433	8174.590273213782
796	EC number	0.1	0.2	0.9	9331	1320	10651	0.8760679748380433	8174.590273213782
797	EC number	0.1	0.3	0.3	9331	1320	10651	0.8760679748380433	8174.590273213782
798	EC number	0.1	0.3	0.4	9331	1320	10651	0.8760679748380433	8174.590273213782
799	EC number	0.1	0.3	0.5	9331	1320	10651	0.8760679748380433	8174.590273213782
800	EC number	0.1	0.3	0.6	9331	1320	10651	0.8760679748380433	8174.590273213782
801	EC number	0.1	0.3	0.7	9331	1320	10651	0.8760679748380433	8174.590273213782
802	EC number	0.1	0.3	0.8	9331	1320	10651	0.8760679748380433	8174.590273213782
803	EC number	0.1	0.3	0.9	9331	1320	10651	0.8760679748380433	8174.590273213782
804	EC number	0.1	0.4	0.4	9331	1320	10651	0.8760679748380433	8174.590273213782
805	EC number	0.1	0.4	0.5	9331	1320	10651	0.8760679748380433	8174.590273213782
806	EC number	0.1	0.4	0.6	9331	1320	10651	0.8760679748380433	8174.590273213782
807	EC number	0.1	0.4	0.7	9331	1320	10651	0.8760679748380433	8174.590273213782
808	EC number	0.1	0.4	0.8	9331	1320	10651	0.8760679748380433	8174.590273213782
809	EC number	0.1	0.4	0.9	9331	1320	10651	0.8760679748380433	8174.590273213782
810	EC number	0.1	0.5	0.5	9331	1320	10651	0.8760679748380433	8174.590273213782
811	EC number	0.1	0.5	0.6	9331	1320	10651	0.8760679748380433	8174.590273213782
812	EC number	0.1	0.5	0.7	9331	1320	10651	0.8760679748380433	8174.590273213782
813	EC number	0.1	0.5	0.8	9331	1320	10651	0.8760679748380433	8174.590273213782
814	EC number	0.1	0.5	0.9	9331	1320	10651	0.8760679748380433	8174.590273213782
815	EC number	0.1	0.6	0.6	9331	1320	10651	0.8760679748380433	8174.590273213782
816	EC number	0.1	0.6	0.7	9331	1320	10651	0.8760679748380433	8174.590273213782
817	EC number	0.1	0.6	0.8	9331	1320	10651	0.8760679748380433	8174.590273213782
818	EC number	0.1	0.6	0.9	9331	1320	10651	0.8760679748380433	8174.590273213782
819	EC number	0.1	0.7	0.7	9331	1320	10651	0.8760679748380433	8174.590273213782
820	EC number	0.1	0.7	0.8	9331	1320	10651	0.8760679748380433	8174.590273213782
821	EC number	0.1	0.7	0.9	9331	1320	10651	0.8760679748380433	8174.590273213782
822	EC number	0.1	0.8	0.8	9331	1320	10651	0.8760679748380433	8174.590273213782
823	EC number	0.1	0.8	0.9	9331	1320	10651	0.8760679748380433	8174.590273213782
824	EC number	0.1	0.9	0.9	9331	1320	10651	0.8760679748380433	8174.590273213782
825	Protein families	0.1	0.0	0.0	28450	1387	29837	0.953514093239937	27127.475952676206
826	Protein families	0.1	0.0	0.1	28450	1387	29837	0.953514093239937	27127.475952676206
827	Protein families	0.1	0.0	0.2	28450	1387	29837	0.953514093239937	27127.475952676206
828	Protein families	0.1	0.0	0.3	28450	1387	29837	0.953514093239937	27127.475952676206
829	Protein families	0.1	0.0	0.4	28450	1387	29837	0.953514093239937	27127.475952676206
830	Protein families	0.1	0.0	0.5	28450	1387	29837	0.953514093239937	27127.475952676206
831	Protein families	0.1	0.0	0.6	28450	1387	29837	0.953514093239937	27127.475952676206
832	Protein families	0.1	0.0	0.7	28450	1387	29837	0.953514093239937	27127.475952676206
833	Protein families	0.1	0.0	0.8	28450	1387	29837	0.953514093239937	27127.475952676206
834	Protein families	0.1	0.0	0.9	28450	1387	29837	0.953514093239937	27127.475952676206
835	Protein families	0.1	0.1	0.1	28450	1387	29837	0.953514093239937	27127.475952676206
836	Protein families	0.1	0.1	0.2	28450	1387	29837	0.953514093239937	27127.475952676206
837	Protein families	0.1	0.1	0.3	28450	1387	29837	0.953514093239937	27127.475952676206
838	Protein families	0.1	0.1	0.4	28450	1387	29837	0.953514093239937	27127.475952676206
839	Protein families	0.1	0.1	0.5	28450	1387	29837	0.953514093239937	27127.475952676206
840	Protein families	0.1	0.1	0.6	28450	1387	29837	0.953514093239937	27127.475952676206
841	Protein families	0.1	0.1	0.7	28450	1387	29837	0.953514093239937	27127.475952676206
842	Protein families	0.1	0.1	0.8	28450	1387	29837	0.953514093239937	27127.475952676206
843	Protein families	0.1	0.1	0.9	28450	1387	29837	0.953514093239937	27127.475952676206
844	Protein families	0.1	0.2	0.2	28450	1387	29837	0.953514093239937	27127.475952676206
845	Protein families	0.1	0.2	0.3	28450	1387	29837	0.953514093239937	27127.475952676206
846	Protein families	0.1	0.2	0.4	28450	1387	29837	0.953514093239937	27127.475952676206
847	Protein families	0.1	0.2	0.5	28450	1387	29837	0.953514093239937	27127.475952676206
848	Protein families	0.1	0.2	0.6	28450	1387	29837	0.953514093239937	27127.475952676206
849	Protein families	0.1	0.2	0.7	28450	1387	29837	0.953514093239937	27127.475952676206
850	Protein families	0.1	0.2	0.8	28450	1387	29837	0.953514093239937	27127.475952676206
851	Protein families	0.1	0.2	0.9	28450	1387	29837	0.953514093239937	27127.475952676206
852	Protein families	0.1	0.3	0.3	28450	1387	29837	0.953514093239937	27127.475952676206
853	Protein families	0.1	0.3	0.4	28450	1387	29837	0.953514093239937	27127.475952676206
854	Protein families	0.1	0.3	0.5	28450	1387	29837	0.953514093239937	27127.475952676206
855	Protein families	0.1	0.3	0.6	28450	1387	29837	0.953514093239937	27127.475952676206
856	Protein families	0.1	0.3	0.7	28450	1387	29837	0.953514093239937	27127.475952676206
857	Protein families	0.1	0.3	0.8	28450	1387	29837	0.953514093239937	27127.475952676206
858	Protein families	0.1	0.3	0.9	28450	1387	29837	0.953514093239937	27127.475952676206
859	Protein families	0.1	0.4	0.4	28450	1387	29837	0.953514093239937	27127.475952676206
860	Protein families	0.1	0.4	0.5	28450	1387	29837	0.953514093239937	27127.475952676206
861	Protein families	0.1	0.4	0.6	28450	1387	29837	0.953514093239937	27127.475952676206
862	Protein families	0.1	0.4	0.7	28450	1387	29837	0.953514093239937	27127.475952676206
863	Protein families	0.1	0.4	0.8	28450	1387	29837	0.953514093239937	27127.475952676206
864	Protein families	0.1	0.4	0.9	28450	1387	29837	0.953514093239937	27127.475952676206
865	Protein families	0.1	0.5	0.5	28450	1387	29837	0.953514093239937	27127.475952676206
866	Protein families	0.1	0.5	0.6	28450	1387	29837	0.953514093239937	27127.475952676206
867	Protein families	0.1	0.5	0.7	28450	1387	29837	0.953514093239937	27127.475952676206
868	Protein families	0.1	0.5	0.8	28450	1387	29837	0.953514093239937	27127.475952676206
869	Protein families	0.1	0.5	0.9	28450	1387	29837	0.953514093239937	27127.475952676206
870	Protein families	0.1	0.6	0.6	28450	1387	29837	0.953514093239937	27127.475952676206
871	Protein families	0.1	0.6	0.7	28450	1387	29837	0.953514093239937	27127.475952676206
872	Protein families	0.1	0.6	0.8	28450	1387	29837	0.953514093239937	27127.475952676206
873	Protein families	0.1	0.6	0.9	28450	1387	29837	0.953514093239937	27127.475952676206
874	Protein families	0.1	0.7	0.7	28450	1387	29837	0.953514093239937	27127.475952676206
875	Protein families	0.1	0.7	0.8	28450	1387	29837	0.953514093239937	27127.475952676206
876	Protein families	0.1	0.7	0.9	28450	1387	29837	0.953514093239937	27127.475952676206
877	Protein families	0.1	0.8	0.8	28450	1387	29837	0.953514093239937	27127.475952676206
878	Protein families	0.1	0.8	0.9	28450	1387	29837	0.953514093239937	27127.475952676206
879	Protein families	0.1	0.9	0.9	28450	1387	29837	0.953514093239937	27127.475952676206
880	KEGG	0.1	0.0	0.0	21398	10348	31746	0.674037674037674	14423.058149058148
881	KEGG	0.1	0.0	0.1	21398	10348	31746	0.674037674037674	14423.058149058148
882	KEGG	0.1	0.0	0.2	21398	10348	31746	0.674037674037674	14423.058149058148
883	KEGG	0.1	0.0	0.3	21398	10348	31746	0.674037674037674	14423.058149058148
884	KEGG	0.1	0.0	0.4	21398	10348	31746	0.674037674037674	14423.058149058148
885	KEGG	0.1	0.0	0.5	21398	10348	31746	0.674037674037674	14423.058149058148
886	KEGG	0.1	0.0	0.6	21398	10348	31746	0.674037674037674	14423.058149058148
887	KEGG	0.1	0.0	0.7	21398	10348	31746	0.674037674037674	14423.058149058148
888	KEGG	0.1	0.0	0.8	21398	10348	31746	0.674037674037674	14423.058149058148
889	KEGG	0.1	0.0	0.9	21398	10348	31746	0.674037674037674	14423.058149058148
890	KEGG	0.1	0.1	0.1	21398	10348	31746	0.674037674037674	14423.058149058148
891	KEGG	0.1	0.1	0.2	21398	10348	31746	0.674037674037674	14423.058149058148
892	KEGG	0.1	0.1	0.3	21398	10348	31746	0.674037674037674	14423.058149058148
893	KEGG	0.1	0.1	0.4	21398	10348	31746	0.674037674037674	14423.058149058148
894	KEGG	0.1	0.1	0.5	21398	10348	31746	0.674037674037674	14423.058149058148
895	KEGG	0.1	0.1	0.6	21398	10348	31746	0.674037674037674	14423.058149058148
896	KEGG	0.1	0.1	0.7	21398	10348	31746	0.674037674037674	14423.058149058148
897	KEGG	0.1	0.1	0.8	21398	10348	31746	0.674037674037674	14423.058149058148
898	KEGG	0.1	0.1	0.9	21398	10348	31746	0.674037674037674	14423.058149058148
899	KEGG	0.1	0.2	0.2	21398	10348	31746	0.674037674037674	14423.058149058148
900	KEGG	0.1	0.2	0.3	21398	10348	31746	0.674037674037674	14423.058149058148
901	KEGG	0.1	0.2	0.4	21398	10348	31746	0.674037674037674	14423.058149058148
902	KEGG	0.1	0.2	0.5	21398	10348	31746	0.674037674037674	14423.058149058148
903	KEGG	0.1	0.2	0.6	21398	10348	31746	0.674037674037674	14423.058149058148
904	KEGG	0.1	0.2	0.7	21398	10348	31746	0.674037674037674	14423.058149058148
905	KEGG	0.1	0.2	0.8	21398	10348	31746	0.674037674037674	14423.058149058148
906	KEGG	0.1	0.2	0.9	21398	10348	31746	0.674037674037674	14423.058149058148
907	KEGG	0.1	0.3	0.3	21398	10348	31746	0.674037674037674	14423.058149058148
908	KEGG	0.1	0.3	0.4	21398	10348	31746	0.674037674037674	14423.058149058148
909	KEGG	0.1	0.3	0.5	21398	10348	31746	0.674037674037674	14423.058149058148
910	KEGG	0.1	0.3	0.6	21398	10348	31746	0.674037674037674	14423.058149058148
911	KEGG	0.1	0.3	0.7	21398	10348	31746	0.674037674037674	14423.058149058148
912	KEGG	0.1	0.3	0.8	21398	10348	31746	0.674037674037674	14423.058149058148
913	KEGG	0.1	0.3	0.9	21398	10348	31746	0.674037674037674	14423.058149058148
914	KEGG	0.1	0.4	0.4	21398	10348	31746	0.674037674037674	14423.058149058148
915	KEGG	0.1	0.4	0.5	21398	10348	31746	0.674037674037674	14423.058149058148
916	KEGG	0.1	0.4	0.6	21398	10348	31746	0.674037674037674	14423.058149058148
917	KEGG	0.1	0.4	0.7	21398	10348	31746	0.674037674037674	14423.058149058148
918	KEGG	0.1	0.4	0.8	21398	10348	31746	0.674037674037674	14423.058149058148
919	KEGG	0.1	0.4	0.9	21398	10348	31746	0.674037674037674	14423.058149058148
920	KEGG	0.1	0.5	0.5	21398	10348	31746	0.674037674037674	14423.058149058148
921	KEGG	0.1	0.5	0.6	21398	10348	31746	0.674037674037674	14423.058149058148
922	KEGG	0.1	0.5	0.7	21398	10348	31746	0.674037674037674	14423.058149058148
923	KEGG	0.1	0.5	0.8	21398	10348	31746	0.674037674037674	14423.058149058148
924	KEGG	0.1	0.5	0.9	21398	10348	31746	0.674037674037674	14423.058149058148
925	KEGG	0.1	0.6	0.6	21398	10348	31746	0.674037674037674	14423.058149058148
926	KEGG	0.1	0.6	0.7	21398	10348	31746	0.674037674037674	14423.058149058148
927	KEGG	0.1	0.6	0.8	21398	10348	31746	0.674037674037674	14423.058149058148
928	KEGG	0.1	0.6	0.9	21398	10348	31746	0.674037674037674	14423.058149058148
929	KEGG	0.1	0.7	0.7	21398	10348	31746	0.674037674037674	14423.058149058148
930	KEGG	0.1	0.7	0.8	21398	10348	31746	0.674037674037674	14423.058149058148
931	KEGG	0.1	0.7	0.9	21398	10348	31746	0.674037674037674	14423.058149058148
932	KEGG	0.1	0.8	0.8	21398	10348	31746	0.674037674037674	14423.058149058148
933	KEGG	0.1	0.8	0.9	21398	10348	31746	0.674037674037674	14423.058149058148
934	KEGG	0.1	0.9	0.9	21398	10348	31746	0.674037674037674	14423.058149058148
935	OrthoDB	0.1	0.0	0.0	32768	11805	44573	0.7351535683036816	24089.51212617504
936	OrthoDB	0.1	0.0	0.1	32768	11805	44573	0.7351535683036816	24089.51212617504
937	OrthoDB	0.1	0.0	0.2	32768	11805	44573	0.7351535683036816	24089.51212617504
938	OrthoDB	0.1	0.0	0.3	32768	11805	44573	0.7351535683036816	24089.51212617504
939	OrthoDB	0.1	0.0	0.4	32768	11805	44573	0.7351535683036816	24089.51212617504
940	OrthoDB	0.1	0.0	0.5	32768	11805	44573	0.7351535683036816	24089.51212617504
941	OrthoDB	0.1	0.0	0.6	32768	11805	44573	0.7351535683036816	24089.51212617504
942	OrthoDB	0.1	0.0	0.7	32768	11805	44573	0.7351535683036816	24089.51212617504
943	OrthoDB	0.1	0.0	0.8	32768	11805	44573	0.7351535683036816	24089.51212617504
944	OrthoDB	0.1	0.0	0.9	32768	11805	44573	0.7351535683036816	24089.51212617504
945	OrthoDB	0.1	0.1	0.1	32768	11805	44573	0.7351535683036816	24089.51212617504
946	OrthoDB	0.1	0.1	0.2	32768	11805	44573	0.7351535683036816	24089.51212617504
947	OrthoDB	0.1	0.1	0.3	32768	11805	44573	0.7351535683036816	24089.51212617504
948	OrthoDB	0.1	0.1	0.4	32768	11805	44573	0.7351535683036816	24089.51212617504
949	OrthoDB	0.1	0.1	0.5	32768	11805	44573	0.7351535683036816	24089.51212617504
950	OrthoDB	0.1	0.1	0.6	32768	11805	44573	0.7351535683036816	24089.51212617504
951	OrthoDB	0.1	0.1	0.7	32768	11805	44573	0.7351535683036816	24089.51212617504
952	OrthoDB	0.1	0.1	0.8	32768	11805	44573	0.7351535683036816	24089.51212617504
953	OrthoDB	0.1	0.1	0.9	32768	11805	44573	0.7351535683036816	24089.51212617504
954	OrthoDB	0.1	0.2	0.2	32768	11805	44573	0.7351535683036816	24089.51212617504
955	OrthoDB	0.1	0.2	0.3	32768	11805	44573	0.7351535683036816	24089.51212617504
956	OrthoDB	0.1	0.2	0.4	32768	11805	44573	0.7351535683036816	24089.51212617504
957	OrthoDB	0.1	0.2	0.5	32768	11805	44573	0.7351535683036816	24089.51212617504
958	OrthoDB	0.1	0.2	0.6	32768	11805	44573	0.7351535683036816	24089.51212617504
959	OrthoDB	0.1	0.2	0.7	32768	11805	44573	0.7351535683036816	24089.51212617504
960	OrthoDB	0.1	0.2	0.8	32768	11805	44573	0.7351535683036816	24089.51212617504
961	OrthoDB	0.1	0.2	0.9	32768	11805	44573	0.7351535683036816	24089.51212617504
962	OrthoDB	0.1	0.3	0.3	32768	11805	44573	0.7351535683036816	24089.51212617504
963	OrthoDB	0.1	0.3	0.4	32768	11805	44573	0.7351535683036816	24089.51212617504
964	OrthoDB	0.1	0.3	0.5	32768	11805	44573	0.7351535683036816	24089.51212617504
965	OrthoDB	0.1	0.3	0.6	32768	11805	44573	0.7351535683036816	24089.51212617504
966	OrthoDB	0.1	0.3	0.7	32768	11805	44573	0.7351535683036816	24089.51212617504
967	OrthoDB	0.1	0.3	0.8	32768	11805	44573	0.7351535683036816	24089.51212617504
968	OrthoDB	0.1	0.3	0.9	32768	11805	44573	0.7351535683036816	24089.51212617504
969	OrthoDB	0.1	0.4	0.4	32768	11805	44573	0.7351535683036816	24089.51212617504
970	OrthoDB	0.1	0.4	0.5	32768	11805	44573	0.7351535683036816	24089.51212617504
971	OrthoDB	0.1	0.4	0.6	32768	11805	44573	0.7351535683036816	24089.51212617504
972	OrthoDB	0.1	0.4	0.7	32768	11805	44573	0.7351535683036816	24089.51212617504
973	OrthoDB	0.1	0.4	0.8	32768	11805	44573	0.7351535683036816	24089.51212617504
974	OrthoDB	0.1	0.4	0.9	32768	11805	44573	0.7351535683036816	24089.51212617504
975	OrthoDB	0.1	0.5	0.5	32768	11805	44573	0.7351535683036816	24089.51212617504
976	OrthoDB	0.1	0.5	0.6	32768	11805	44573	0.7351535683036816	24089.51212617504
977	OrthoDB	0.1	0.5	0.7	32768	11805	44573	0.7351535683036816	24089.51212617504
978	OrthoDB	0.1	0.5	0.8	32768	11805	44573	0.7351535683036816	24089.51212617504
979	OrthoDB	0.1	0.5	0.9	32768	11805	44573	0.7351535683036816	24089.51212617504
980	OrthoDB	0.1	0.6	0.6	32768	11805	44573	0.7351535683036816	24089.51212617504
981	OrthoDB	0.1	0.6	0.7	32768	11805	44573	0.7351535683036816	24089.51212617504
982	OrthoDB	0.1	0.6	0.8	32768	11805	44573	0.7351535683036816	24089.51212617504
983	OrthoDB	0.1	0.6	0.9	32768	11805	44573	0.7351535683036816	24089.51212617504
984	OrthoDB	0.1	0.7	0.7	32768	11805	44573	0.7351535683036816	24089.51212617504
985	OrthoDB	0.1	0.7	0.8	32768	11805	44573	0.7351535683036816	24089.51212617504
986	OrthoDB	0.1	0.7	0.9	32768	11805	44573	0.7351535683036816	24089.51212617504
987	OrthoDB	0.1	0.8	0.8	32768	11805	44573	0.7351535683036816	24089.51212617504
988	OrthoDB	0.1	0.8	0.9	32768	11805	44573	0.7351535683036816	24089.51212617504
989	OrthoDB	0.1	0.9	0.9	32768	11805	44573	0.7351535683036816	24089.51212617504
990	PANTHER	0.1	0.0	0.0	39275	15083	54358	0.7225247433680415	28377.15929577983
991	PANTHER	0.1	0.0	0.1	39275	15083	54358	0.7225247433680415	28377.15929577983
992	PANTHER	0.1	0.0	0.2	39275	15083	54358	0.7225247433680415	28377.15929577983
993	PANTHER	0.1	0.0	0.3	39275	15083	54358	0.7225247433680415	28377.15929577983
994	PANTHER	0.1	0.0	0.4	39275	15083	54358	0.7225247433680415	28377.15929577983
995	PANTHER	0.1	0.0	0.5	39275	15083	54358	0.7225247433680415	28377.15929577983
996	PANTHER	0.1	0.0	0.6	39275	15083	54358	0.7225247433680415	28377.15929577983
997	PANTHER	0.1	0.0	0.7	39275	15083	54358	0.7225247433680415	28377.15929577983
998	PANTHER	0.1	0.0	0.8	39275	15083	54358	0.7225247433680415	28377.15929577983
999	PANTHER	0.1	0.0	0.9	39275	15083	54358	0.7225247433680415	28377.15929577983
1000	PANTHER	0.1	0.1	0.1	39275	15083	54358	0.7225247433680415	28377.15929577983
1001	PANTHER	0.1	0.1	0.2	39275	15083	54358	0.7225247433680415	28377.15929577983
1002	PANTHER	0.1	0.1	0.3	39275	15083	54358	0.7225247433680415	28377.15929577983
1003	PANTHER	0.1	0.1	0.4	39275	15083	54358	0.7225247433680415	28377.15929577983
1004	PANTHER	0.1	0.1	0.5	39275	15083	54358	0.7225247433680415	28377.15929577983
1005	PANTHER	0.1	0.1	0.6	39275	15083	54358	0.7225247433680415	28377.15929577983
