	ALL	1orMORE	CERO	NaN	ALL_TruePositive_query_count	1orMORE_TruePositive_query_count	CERO_FalsePositive_query_count	NaN_query_count	TruePositive	sum_TPFP	precision	TruePositive_x_sum_TPFP
Pfam_count_0.2_0.01	1944	433	59	165626	1944	433	59	10493	2377	2436	0.9757799671592775	2319.4289819376027
Pfam_count_0.2_1	1958	435	68	165601	1958	435	68	10487	2393	2461	0.9723689557090613	2326.8789110117837
eggNOG_count_0.2_1e-30	423	11	27	167601	423	11	27	10507	434	461	0.9414316702819957	408.58134490238615
eggNOG_count_0.2_1e-20	642	21	55	167344	642	21	55	10504	663	718	0.9233983286908078	612.2130919220056
eggNOG_count_0.2_1e-15	761	22	73	167206	761	22	73	10502	783	856	0.9147196261682243	716.2254672897196
eggNOG_count_0.2_1e-10	864	22	98	167078	864	22	98	10502	886	984	0.9004065040650406	797.760162601626
eggNOG_count_0.2_1e-05	909	23	148	166982	909	23	148	10502	932	1080	0.8629629629629629	804.2814814814815
eggNOG_count_0.2_0.01	912	23	178	166949	912	23	178	10501	935	1113	0.8400718778077269	785.4672057502246
eggNOG_count_0.2_1	913	23	190	166936	913	23	190	10498	936	1126	0.8312611012433393	778.0603907637656
EC number_count_0.25_1e-30	261	8	39	167754	261	8	39	10508	269	308	0.8733766233766234	234.93831168831167
EC number_count_0.25_1e-20	320	8	51	167683	320	8	51	10508	328	379	0.8654353562005277	283.8627968337731
EC number_count_0.25_1e-15	340	8	52	167662	340	8	52	10508	348	400	0.87	302.76
EC number_count_0.25_1e-10	359	8	54	167641	359	8	54	10508	367	421	0.8717339667458432	319.92636579572445
EC number_count_0.25_1e-05	365	8	55	167634	365	8	55	10508	373	428	0.8714953271028038	325.0677570093458
EC number_count_0.25_0.01	365	8	55	167634	365	8	55	10508	373	428	0.8714953271028038	325.0677570093458
EC number_count_0.25_1	365	8	55	167634	365	8	55	10508	373	428	0.8714953271028038	325.0677570093458
Protein families_count_0.25_1e-30	475	4	45	167538	475	4	45	10508	479	524	0.9141221374045801	437.8645038167939
Protein families_count_0.25_1e-20	646	4	56	167356	646	4	56	10507	650	706	0.9206798866855525	598.4419263456091
Protein families_count_0.25_1e-15	749	4	57	167252	749	4	57	10507	753	810	0.9296296296296296	700.0111111111111
Protein families_count_0.25_1e-10	846	4	63	167149	846	4	63	10507	850	913	0.9309967141292442	791.3472070098576
Protein families_count_0.25_1e-05	910	4	65	167083	910	4	65	10507	914	979	0.933605720122574	853.3156281920327
Protein families_count_0.25_0.01	927	4	66	167065	927	4	66	10507	931	997	0.9338014042126379	869.3691073219659
Protein families_count_0.25_1	932	4	66	167060	932	4	66	10507	936	1002	0.9341317365269461	874.3473053892216
OrthoDB_count_0.25_1e-30	360	0	81	167621	360	0	81	10508	360	441	0.8163265306122449	293.8775510204082
OrthoDB_count_0.25_1e-20	518	0	123	167421	518	0	123	10507	518	641	0.8081123244929798	418.6021840873635
OrthoDB_count_0.25_1e-15	600	0	150	167312	600	0	150	10506	600	750	0.8	480.0
OrthoDB_count_0.25_1e-10	679	0	194	167189	679	0	194	10505	679	873	0.7777777777777778	528.1111111111111
OrthoDB_count_0.25_1e-05	711	0	235	167116	711	0	235	10504	711	946	0.7515856236786469	534.3773784355179
OrthoDB_count_0.25_0.01	721	0	245	167096	721	0	245	10504	721	966	0.7463768115942029	538.1376811594203
OrthoDB_count_0.25_1	722	0	253	167087	722	0	253	10503	722	975	0.7405128205128205	534.6502564102565
PANTHER_count_0.25_1e-30	621	208	23	167210	621	208	23	10508	829	852	0.9730046948356808	806.6208920187794
PANTHER_count_0.25_1e-20	868	283	46	166865	868	283	46	10506	1151	1197	0.9615705931495405	1106.767752715121
PANTHER_count_0.25_1e-15	984	338	55	166685	984	338	55	10505	1322	1377	0.9600580973129993	1269.196804647785
PANTHER_count_0.25_1e-10	1108	390	69	166495	1108	390	69	10504	1498	1567	0.955966815571155	1432.0382897255902
PANTHER_count_0.25_1e-05	1180	431	85	166366	1180	431	85	10502	1611	1696	0.9498820754716981	1530.2600235849056
PANTHER_count_0.25_0.01	1197	435	87	166343	1197	435	87	10502	1632	1719	0.9493891797556719	1549.4031413612565
PANTHER_count_0.25_1	1200	436	88	166338	1200	436	88	10501	1636	1724	0.9489559164733179	1552.491879350348
InterPro_count_0.25_1e-30	474	378	0	167210	474	378	0	10508	852	852	1.0	852.0
InterPro_count_0.25_1e-20	702	489	2	166869	702	489	2	10506	1191	1193	0.9983235540653814	1189.0033528918693
InterPro_count_0.25_1e-15	812	564	3	166683	812	564	3	10505	1376	1379	0.9978245105148659	1373.0065264684554
InterPro_count_0.25_1e-10	935	634	4	166489	935	634	4	10504	1569	1573	0.9974570883661793	1565.0101716465354
InterPro_count_0.25_1e-05	1020	681	5	166356	1020	681	5	10502	1701	1706	0.9970691676436108	1696.014654161782
InterPro_count_0.25_0.01	1044	691	5	166322	1044	691	5	10502	1735	1740	0.9971264367816092	1730.0143678160919
InterPro_count_0.25_1	1054	694	7	166307	1054	694	7	10498	1748	1755	0.996011396011396	1741.0279202279203
Pfam_count_0.25_1e-30	659	166	9	167228	659	166	9	10508	825	834	0.9892086330935251	816.0971223021583
Pfam_count_0.25_1e-20	949	203	16	166894	949	203	16	10506	1152	1168	0.9863013698630136	1136.2191780821918
Pfam_count_0.25_1e-15	1098	227	21	166716	1098	227	21	10505	1325	1346	0.9843982169390788	1304.3276374442794
Pfam_count_0.25_1e-10	1259	245	25	166533	1259	245	25	10504	1504	1529	0.9836494440810988	1479.4087638979727
Pfam_count_0.25_1e-05	1363	257	28	166414	1363	257	28	10502	1620	1648	0.9830097087378641	1592.4757281553398
Pfam_count_0.25_0.01	1392	257	29	166384	1392	257	29	10502	1649	1678	0.9827175208581644	1620.5011918951132
Pfam_count_0.25_1	1401	258	30	166373	1401	258	30	10500	1659	1689	0.9822380106571936	1629.5328596802842
eggNOG_count_0.25_1e-30	328	7	14	167713	328	7	14	10508	335	349	0.9598853868194842	321.56160458452723
eggNOG_count_0.25_1e-20	464	11	25	167562	464	11	25	10507	475	500	0.95	451.25
eggNOG_count_0.25_1e-15	543	12	30	167477	543	12	30	10506	555	585	0.9487179487179487	526.5384615384615
eggNOG_count_0.25_1e-10	613	12	36	167401	613	12	36	10506	625	661	0.9455370650529501	590.9606656580938
eggNOG_count_0.25_1e-05	650	13	54	167345	650	13	54	10506	663	717	0.9246861924686193	613.0669456066946
eggNOG_count_0.25_0.01	652	13	62	167335	652	13	62	10506	665	727	0.9147180192572214	608.2874828060523
eggNOG_count_0.25_1	653	13	67	167329	653	13	67	10506	666	733	0.9085948158253752	605.1241473396999
EC number_count_0.3_1e-30	224	7	32	167799	224	7	32	10508	231	263	0.8783269961977186	202.89353612167298
EC number_count_0.3_1e-20	264	7	42	167749	264	7	42	10508	271	313	0.865814696485623	234.63578274760386
EC number_count_0.3_1e-15	276	7	43	167736	276	7	43	10508	283	326	0.8680981595092024	245.67177914110428
EC number_count_0.3_1e-10	287	7	44	167724	287	7	44	10508	294	338	0.8698224852071006	255.72781065088756
EC number_count_0.3_1e-05	289	7	45	167721	289	7	45	10508	296	341	0.8680351906158358	256.9384164222874
EC number_count_0.3_0.01	289	7	45	167721	289	7	45	10508	296	341	0.8680351906158358	256.9384164222874
EC number_count_0.3_1	289	7	45	167721	289	7	45	10508	296	341	0.8680351906158358	256.9384164222874
Protein families_count_0.3_1e-30	397	4	37	167624	397	4	37	10508	401	438	0.9155251141552512	367.1255707762557
Protein families_count_0.3_1e-20	530	4	43	167485	530	4	43	10507	534	577	0.925476603119584	494.20450606585786
Protein families_count_0.3_1e-15	601	4	43	167414	601	4	43	10507	605	648	0.933641975308642	564.8533950617284
Protein families_count_0.3_1e-10	669	4	45	167344	669	4	45	10507	673	718	0.9373259052924791	630.8203342618384
Protein families_count_0.3_1e-05	709	4	46	167303	709	4	46	10507	713	759	0.9393939393939394	669.7878787878789
Protein families_count_0.3_0.01	719	4	46	167293	719	4	46	10507	723	769	0.9401820546163849	679.7516254876463
Protein families_count_0.3_1	722	4	46	167290	722	4	46	10507	726	772	0.9404145077720207	682.7409326424871
OrthoDB_count_0.3_1e-30	279	0	56	167727	279	0	56	10508	279	335	0.8328358208955224	232.36119402985076
OrthoDB_count_0.3_1e-20	389	0	78	167595	389	0	78	10507	389	467	0.8329764453961456	324.02783725910064
OrthoDB_count_0.3_1e-15	446	0	88	167528	446	0	88	10507	446	534	0.8352059925093633	372.50187265917606
OrthoDB_count_0.3_1e-10	501	0	111	167450	501	0	111	10507	501	612	0.8186274509803921	410.13235294117646
OrthoDB_count_0.3_1e-05	525	0	125	167412	525	0	125	10507	525	650	0.8076923076923077	424.03846153846155
OrthoDB_count_0.3_0.01	534	0	129	167399	534	0	129	10507	534	663	0.8054298642533937	430.0995475113122
OrthoDB_count_0.3_1	535	0	130	167397	535	0	130	10507	535	665	0.8045112781954887	430.4135338345865
PANTHER_count_0.3_1e-30	491	166	12	167393	491	166	12	10508	657	669	0.9820627802690582	645.2152466367712
PANTHER_count_0.3_1e-20	671	212	21	167158	671	212	21	10506	883	904	0.9767699115044248	862.4878318584072
PANTHER_count_0.3_1e-15	752	236	24	167050	752	236	24	10506	988	1012	0.9762845849802372	964.5691699604744
PANTHER_count_0.3_1e-10	837	265	29	166931	837	265	29	10506	1102	1131	0.9743589743589743	1073.7435897435896
PANTHER_count_0.3_1e-05	878	282	34	166868	878	282	34	10506	1160	1194	0.9715242881072027	1126.9681742043551
PANTHER_count_0.3_0.01	889	286	35	166852	889	286	35	10506	1175	1210	0.9710743801652892	1141.0123966942149
PANTHER_count_0.3_1	890	287	35	166850	890	287	35	10506	1177	1212	0.9711221122112211	1143.0107260726072
InterPro_count_0.3_1e-30	398	272	0	167392	398	272	0	10508	670	670	1.0	670.0
InterPro_count_0.3_1e-20	563	341	1	167157	563	341	1	10506	904	905	0.9988950276243094	903.0011049723756
InterPro_count_0.3_1e-15	631	382	1	167048	631	382	1	10506	1013	1014	0.9990138067061144	1012.0009861932939
InterPro_count_0.3_1e-10	715	419	2	166926	715	419	2	10506	1134	1136	0.9982394366197183	1132.0035211267605
InterPro_count_0.3_1e-05	764	439	2	166857	764	439	2	10506	1203	1205	0.9983402489626556	1201.0033195020746
InterPro_count_0.3_0.01	782	442	2	166836	782	442	2	10506	1224	1226	0.99836867862969	1222.0032626427405
InterPro_count_0.3_1	786	442	3	166831	786	442	3	10504	1228	1231	0.9975629569455727	1225.0073111291633
Pfam_count_0.3_1e-30	540	115	9	167398	540	115	9	10508	655	664	0.9864457831325302	646.1219879518072
Pfam_count_0.3_1e-20	747	135	13	167167	747	135	13	10506	882	895	0.9854748603351955	869.1888268156424
Pfam_count_0.3_1e-15	842	145	14	167061	842	145	14	10506	987	1001	0.986013986013986	973.1958041958043
Pfam_count_0.3_1e-10	948	154	14	166946	948	154	14	10506	1102	1116	0.9874551971326165	1088.1756272401435
Pfam_count_0.3_1e-05	1008	159	15	166880	1008	159	15	10506	1167	1182	0.9873096446700508	1152.1903553299492
Pfam_count_0.3_0.01	1028	159	15	166860	1028	159	15	10506	1187	1202	0.9875207986688852	1172.1871880199667
Pfam_count_0.3_1	1031	159	16	166856	1031	159	16	10505	1190	1206	0.9867330016583747	1174.212271973466
eggNOG_count_0.3_1e-30	236	5	9	167812	236	5	9	10508	241	250	0.964	232.32399999999998
eggNOG_count_0.3_1e-20	323	9	15	167715	323	9	15	10507	332	347	0.9567723342939481	317.64841498559076
eggNOG_count_0.3_1e-15	370	10	17	167665	370	10	17	10507	380	397	0.9571788413098237	363.727959697733
eggNOG_count_0.3_1e-10	414	10	20	167618	414	10	20	10507	424	444	0.954954954954955	404.9009009009009
eggNOG_count_0.3_1e-05	439	11	26	167586	439	11	26	10507	450	476	0.9453781512605042	425.4201680672269
eggNOG_count_0.3_0.01	441	11	31	167579	441	11	31	10507	452	483	0.9358178053830227	422.9896480331263
eggNOG_count_0.3_1	442	11	31	167578	442	11	31	10507	453	484	0.9359504132231405	423.98553719008265
EC number_count_0.35_1e-30	185	3	24	167850	185	3	24	10508	188	212	0.8867924528301887	166.7169811320755
EC number_count_0.35_1e-20	207	3	31	167821	207	3	31	10508	210	241	0.8713692946058091	182.9875518672199
EC number_count_0.35_1e-15	214	3	31	167814	214	3	31	10508	217	248	0.875	189.875
EC number_count_0.35_1e-10	221	3	32	167806	221	3	32	10508	224	256	0.875	196.0
EC number_count_0.35_1e-05	222	3	32	167805	222	3	32	10508	225	257	0.8754863813229572	196.98443579766536
EC number_count_0.35_0.01	222	3	32	167805	222	3	32	10508	225	257	0.8754863813229572	196.98443579766536
EC number_count_0.35_1	222	3	32	167805	222	3	32	10508	225	257	0.8754863813229572	196.98443579766536
Protein families_count_0.35_1e-30	334	2	29	167697	334	2	29	10508	336	365	0.9205479452054794	309.3041095890411
Protein families_count_0.35_1e-20	430	2	34	167596	430	2	34	10507	432	466	0.927038626609442	400.48068669527896
Protein families_count_0.35_1e-15	478	2	34	167548	478	2	34	10507	480	514	0.933852140077821	448.2490272373541
Protein families_count_0.35_1e-10	528	2	35	167497	528	2	35	10507	530	565	0.9380530973451328	497.16814159292034
Protein families_count_0.35_1e-05	555	2	36	167469	555	2	36	10507	557	593	0.93929173693086	523.185497470489
Protein families_count_0.35_0.01	563	2	36	167461	563	2	36	10507	565	601	0.940099833610649	531.1564059900167
Protein families_count_0.35_1	564	2	36	167460	564	2	36	10507	566	602	0.9401993355481728	532.1528239202659
OrthoDB_count_0.35_1e-30	213	0	43	167806	213	0	43	10508	213	256	0.83203125	177.22265625
OrthoDB_count_0.35_1e-20	285	0	55	167722	285	0	55	10508	285	340	0.8382352941176471	238.89705882352942
OrthoDB_count_0.35_1e-15	324	0	61	167677	324	0	61	10508	324	385	0.8415584415584415	272.66493506493504
OrthoDB_count_0.35_1e-10	362	0	75	167625	362	0	75	10508	362	437	0.8283752860411899	299.87185354691076
OrthoDB_count_0.35_1e-05	378	0	81	167603	378	0	81	10508	378	459	0.8235294117647058	311.2941176470588
OrthoDB_count_0.35_0.01	385	0	82	167595	385	0	82	10508	385	467	0.8244111349036403	317.3982869379015
OrthoDB_count_0.35_1	386	0	82	167594	386	0	82	10508	386	468	0.8247863247863247	318.36752136752136
PANTHER_count_0.35_1e-30	390	120	8	167544	390	120	8	10508	510	518	0.9845559845559846	502.12355212355214
PANTHER_count_0.35_1e-20	513	141	12	167396	513	141	12	10507	654	666	0.9819819819819819	642.2162162162161
PANTHER_count_0.35_1e-15	567	153	14	167328	567	153	14	10507	720	734	0.9809264305177112	706.2670299727521
PANTHER_count_0.35_1e-10	626	171	17	167248	626	171	17	10507	797	814	0.9791154791154791	780.3550368550369
PANTHER_count_0.35_1e-05	653	181	19	167209	653	181	19	10507	834	853	0.977725674091442	815.4232121922626
PANTHER_count_0.35_0.01	659	185	19	167199	659	185	19	10507	844	863	0.9779837775202781	825.4183082271147
PANTHER_count_0.35_1	659	186	19	167198	659	186	19	10507	845	864	0.9780092592592593	826.4178240740741
InterPro_count_0.35_1e-30	325	194	0	167543	325	194	0	10508	519	519	1.0	519.0
InterPro_count_0.35_1e-20	439	227	1	167395	439	227	1	10507	666	667	0.9985007496251874	665.0014992503749
InterPro_count_0.35_1e-15	485	250	1	167326	485	250	1	10507	735	736	0.998641304347826	734.0013586956521
InterPro_count_0.35_1e-10	542	273	1	167246	542	273	1	10507	815	816	0.9987745098039216	814.0012254901961
InterPro_count_0.35_1e-05	573	285	1	167203	573	285	1	10507	858	859	0.9988358556461001	857.0011641443539
InterPro_count_0.35_0.01	585	285	1	167191	585	285	1	10507	870	871	0.9988518943742825	869.0011481056257
InterPro_count_0.35_1	587	285	1	167189	587	285	1	10506	872	873	0.9988545246277205	871.0011454753723
Pfam_count_0.35_1e-30	429	79	6	167548	429	79	6	10508	508	514	0.9883268482490273	502.07003891050584
Pfam_count_0.35_1e-20	563	88	9	167402	563	88	9	10507	651	660	0.9863636363636363	642.1227272727273
Pfam_count_0.35_1e-15	625	94	10	167333	625	94	10	10507	719	729	0.9862825788751715	709.1371742112483
Pfam_count_0.35_1e-10	700	98	10	167254	700	98	10	10507	798	808	0.9876237623762376	788.1237623762377
Pfam_count_0.35_1e-05	738	100	11	167213	738	100	11	10507	838	849	0.9870435806831567	827.1425206124853
Pfam_count_0.35_0.01	749	100	11	167202	749	100	11	10507	849	860	0.9872093023255814	838.1406976744186
Pfam_count_0.35_1	750	100	11	167201	750	100	11	10507	850	861	0.9872241579558653	839.1405342624855
eggNOG_count_0.35_1e-30	180	4	6	167872	180	4	6	10508	184	190	0.968421052631579	178.18947368421053
eggNOG_count_0.35_1e-20	236	7	11	167808	236	7	11	10508	243	254	0.9566929133858267	232.4763779527559
eggNOG_count_0.35_1e-15	269	7	13	167773	269	7	13	10508	276	289	0.9550173010380623	263.5847750865052
eggNOG_count_0.35_1e-10	296	7	14	167745	296	7	14	10508	303	317	0.9558359621451105	289.61829652996846
eggNOG_count_0.35_1e-05	316	7	17	167722	316	7	17	10508	323	340	0.95	306.84999999999997
eggNOG_count_0.35_0.01	318	7	20	167717	318	7	20	10508	325	345	0.9420289855072463	306.15942028985506
eggNOG_count_0.35_1	319	7	20	167716	319	7	20	10508	326	346	0.9421965317919075	307.15606936416185
EC number_count_0.4_1e-30	144	2	17	167899	144	2	17	10508	146	163	0.8957055214723927	130.77300613496934
EC number_count_0.4_1e-20	160	2	20	167880	160	2	20	10508	162	182	0.8901098901098901	144.1978021978022
EC number_count_0.4_1e-15	162	2	20	167878	162	2	20	10508	164	184	0.8913043478260869	146.17391304347825
EC number_count_0.4_1e-10	164	2	21	167875	164	2	21	10508	166	187	0.8877005347593583	147.35828877005346
EC number_count_0.4_1e-05	164	2	21	167875	164	2	21	10508	166	187	0.8877005347593583	147.35828877005346
EC number_count_0.4_0.01	164	2	21	167875	164	2	21	10508	166	187	0.8877005347593583	147.35828877005346
EC number_count_0.4_1	164	2	21	167875	164	2	21	10508	166	187	0.8877005347593583	147.35828877005346
Protein families_count_0.4_1e-30	247	2	24	167789	247	2	24	10508	249	273	0.9120879120879121	227.1098901098901
Protein families_count_0.4_1e-20	314	2	27	167719	314	2	27	10508	316	343	0.9212827988338192	291.1253644314869
Protein families_count_0.4_1e-15	352	2	27	167681	352	2	27	10508	354	381	0.9291338582677166	328.9133858267717
Protein families_count_0.4_1e-10	377	2	27	167656	377	2	27	10508	379	406	0.9334975369458128	353.7955665024631
Protein families_count_0.4_1e-05	395	2	28	167637	395	2	28	10508	397	425	0.9341176470588235	370.8447058823529
Protein families_count_0.4_0.01	400	2	28	167632	400	2	28	10508	402	430	0.9348837209302325	375.8232558139535
Protein families_count_0.4_1	401	2	28	167631	401	2	28	10508	403	431	0.9350348027842227	376.8190255220417
OrthoDB_count_0.4_1e-30	149	0	30	167883	149	0	30	10508	149	179	0.8324022346368715	124.02793296089385
OrthoDB_count_0.4_1e-20	197	0	37	167828	197	0	37	10508	197	234	0.8418803418803419	165.85042735042734
OrthoDB_count_0.4_1e-15	223	0	42	167797	223	0	42	10508	223	265	0.8415094339622642	187.65660377358492
OrthoDB_count_0.4_1e-10	238	0	48	167776	238	0	48	10508	238	286	0.8321678321678322	198.05594405594405
OrthoDB_count_0.4_1e-05	247	0	50	167765	247	0	50	10508	247	297	0.8316498316498316	205.4175084175084
OrthoDB_count_0.4_0.01	251	0	51	167760	251	0	51	10508	251	302	0.8311258278145696	208.61258278145695
OrthoDB_count_0.4_1	252	0	51	167759	252	0	51	10508	252	303	0.8316831683168316	209.58415841584159
PANTHER_count_0.4_1e-30	292	78	2	167690	292	78	2	10508	370	372	0.9946236559139785	368.01075268817203
PANTHER_count_0.4_1e-20	370	91	6	167595	370	91	6	10508	461	467	0.987152034261242	455.07708779443254
PANTHER_count_0.4_1e-15	407	99	7	167549	407	99	7	10508	506	513	0.98635477582846	499.09551656920075
PANTHER_count_0.4_1e-10	436	107	8	167511	436	107	8	10508	543	551	0.985480943738657	535.1161524500908
PANTHER_count_0.4_1e-05	449	115	9	167489	449	115	9	10508	564	573	0.9842931937172775	555.1413612565445
PANTHER_count_0.4_0.01	452	118	9	167483	452	118	9	10508	570	579	0.9844559585492227	561.139896373057
PANTHER_count_0.4_1	452	119	9	167482	452	119	9	10508	571	580	0.9844827586206897	562.1396551724138
InterPro_count_0.4_1e-30	244	129	0	167689	244	129	0	10508	373	373	1.0	373.0
InterPro_count_0.4_1e-20	319	149	0	167594	319	149	0	10508	468	468	1.0	468.0
InterPro_count_0.4_1e-15	350	165	0	167547	350	165	0	10508	515	515	1.0	515.0
InterPro_count_0.4_1e-10	375	178	0	167509	375	178	0	10508	553	553	1.0	553.0
InterPro_count_0.4_1e-05	392	186	0	167484	392	186	0	10508	578	578	1.0	578.0
InterPro_count_0.4_0.01	399	186	0	167477	399	186	0	10508	585	585	1.0	585.0
InterPro_count_0.4_1	400	186	0	167476	400	186	0	10508	586	586	1.0	586.0
Pfam_count_0.4_1e-30	314	52	4	167692	314	52	4	10508	366	370	0.9891891891891892	362.04324324324324
Pfam_count_0.4_1e-20	403	55	5	167599	403	55	5	10508	458	463	0.9892008639308856	453.0539956803456
Pfam_count_0.4_1e-15	446	59	5	167552	446	59	5	10508	505	510	0.9901960784313726	500.04901960784315
Pfam_count_0.4_1e-10	481	61	5	167515	481	61	5	10508	542	547	0.9908592321755028	537.0457038391224
Pfam_count_0.4_1e-05	503	62	5	167492	503	62	5	10508	565	570	0.9912280701754386	560.0438596491227
Pfam_count_0.4_0.01	509	62	5	167486	509	62	5	10508	571	576	0.9913194444444444	566.0434027777777
Pfam_count_0.4_1	510	62	5	167485	510	62	5	10508	572	577	0.9913344887348353	567.0433275563258
eggNOG_count_0.4_1e-30	120	2	4	167936	120	2	4	10508	122	126	0.9682539682539683	118.12698412698413
eggNOG_count_0.4_1e-20	157	2	5	167898	157	2	5	10508	159	164	0.9695121951219512	154.15243902439025
eggNOG_count_0.4_1e-15	179	2	6	167875	179	2	6	10508	181	187	0.9679144385026738	175.19251336898395
eggNOG_count_0.4_1e-10	193	2	6	167861	193	2	6	10508	195	201	0.9701492537313433	189.17910447761196
eggNOG_count_0.4_1e-05	206	2	7	167847	206	2	7	10508	208	215	0.9674418604651163	201.22790697674418
eggNOG_count_0.4_0.01	207	2	10	167843	207	2	10	10508	209	219	0.954337899543379	199.45662100456622
eggNOG_count_0.4_1	208	2	10	167842	208	2	10	10508	210	220	0.9545454545454546	200.45454545454547
EC number_count_0.45_1e-30	107	1	11	167943	107	1	11	10508	108	119	0.907563025210084	98.01680672268907
EC number_count_0.45_1e-20	115	1	14	167932	115	1	14	10508	116	130	0.8923076923076924	103.50769230769231
EC number_count_0.45_1e-15	116	1	14	167931	116	1	14	10508	117	131	0.8931297709923665	104.49618320610688
EC number_count_0.45_1e-10	118	1	14	167929	118	1	14	10508	119	133	0.8947368421052632	106.47368421052632
EC number_count_0.45_1e-05	118	1	14	167929	118	1	14	10508	119	133	0.8947368421052632	106.47368421052632
EC number_count_0.45_0.01	118	1	14	167929	118	1	14	10508	119	133	0.8947368421052632	106.47368421052632
EC number_count_0.45_1	118	1	14	167929	118	1	14	10508	119	133	0.8947368421052632	106.47368421052632
Protein families_count_0.45_1e-30	179	1	17	167865	179	1	17	10508	180	197	0.9137055837563451	164.46700507614213
Protein families_count_0.45_1e-20	223	1	20	167818	223	1	20	10508	224	244	0.9180327868852459	205.63934426229508
Protein families_count_0.45_1e-15	248	1	20	167793	248	1	20	10508	249	269	0.9256505576208178	230.48698884758363
Protein families_count_0.45_1e-10	262	1	20	167779	262	1	20	10508	263	283	0.9293286219081273	244.41342756183747
Protein families_count_0.45_1e-05	277	1	20	167764	277	1	20	10508	278	298	0.9328859060402684	259.3422818791946
Protein families_count_0.45_0.01	279	1	20	167762	279	1	20	10508	280	300	0.9333333333333333	261.3333333333333
Protein families_count_0.45_1	279	1	20	167762	279	1	20	10508	280	300	0.9333333333333333	261.3333333333333
OrthoDB_count_0.45_1e-30	102	0	25	167935	102	0	25	10508	102	127	0.8031496062992126	81.92125984251969
OrthoDB_count_0.45_1e-20	135	0	31	167896	135	0	31	10508	135	166	0.8132530120481928	109.78915662650603
OrthoDB_count_0.45_1e-15	153	0	35	167874	153	0	35	10508	153	188	0.8138297872340425	124.51595744680851
OrthoDB_count_0.45_1e-10	159	0	38	167865	159	0	38	10508	159	197	0.8071065989847716	128.32994923857868
OrthoDB_count_0.45_1e-05	167	0	38	167857	167	0	38	10508	167	205	0.8146341463414634	136.04390243902438
OrthoDB_count_0.45_0.01	168	0	38	167856	168	0	38	10508	168	206	0.8155339805825242	137.00970873786406
OrthoDB_count_0.45_1	168	0	38	167856	168	0	38	10508	168	206	0.8155339805825242	137.00970873786406
PANTHER_count_0.45_1e-30	211	52	0	167799	211	52	0	10508	263	263	1.0	263.0
PANTHER_count_0.45_1e-20	263	62	1	167736	263	62	1	10508	325	326	0.9969325153374233	324.0030674846626
PANTHER_count_0.45_1e-15	284	69	2	167707	284	69	2	10508	353	355	0.9943661971830986	351.0112676056338
PANTHER_count_0.45_1e-10	298	73	3	167688	298	73	3	10508	371	374	0.9919786096256684	368.024064171123
PANTHER_count_0.45_1e-05	310	77	3	167672	310	77	3	10508	387	390	0.9923076923076923	384.0230769230769
PANTHER_count_0.45_0.01	311	78	3	167670	311	78	3	10508	389	392	0.9923469387755102	386.02295918367344
PANTHER_count_0.45_1	311	78	3	167670	311	78	3	10508	389	392	0.9923469387755102	386.02295918367344
InterPro_count_0.45_1e-30	184	80	0	167798	184	80	0	10508	264	264	1.0	264.0
InterPro_count_0.45_1e-20	236	91	0	167735	236	91	0	10508	327	327	1.0	327.0
InterPro_count_0.45_1e-15	255	102	0	167705	255	102	0	10508	357	357	1.0	357.0
InterPro_count_0.45_1e-10	265	111	0	167686	265	111	0	10508	376	376	1.0	376.0
InterPro_count_0.45_1e-05	278	116	0	167668	278	116	0	10508	394	394	1.0	394.0
InterPro_count_0.45_0.01	281	116	0	167665	281	116	0	10508	397	397	1.0	397.0
InterPro_count_0.45_1	281	116	0	167665	281	116	0	10508	397	397	1.0	397.0
Pfam_count_0.45_1e-30	230	27	4	167801	230	27	4	10508	257	261	0.9846743295019157	253.06130268199234
Pfam_count_0.45_1e-20	291	27	5	167739	291	27	5	10508	318	323	0.9845201238390093	313.077399380805
Pfam_count_0.45_1e-15	319	29	5	167709	319	29	5	10508	348	353	0.9858356940509915	343.07082152974505
Pfam_count_0.45_1e-10	335	31	5	167691	335	31	5	10508	366	371	0.9865229110512129	361.06738544474393
Pfam_count_0.45_1e-05	352	32	5	167673	352	32	5	10508	384	389	0.987146529562982	379.0642673521851
Pfam_count_0.45_0.01	355	32	5	167670	355	32	5	10508	387	392	0.9872448979591837	382.0637755102041
Pfam_count_0.45_1	355	32	5	167670	355	32	5	10508	387	392	0.9872448979591837	382.0637755102041
eggNOG_count_0.45_1e-30	80	1	3	167978	80	1	3	10508	81	84	0.9642857142857143	78.10714285714286
eggNOG_count_0.45_1e-20	104	1	4	167953	104	1	4	10508	105	109	0.963302752293578	101.14678899082568
eggNOG_count_0.45_1e-15	117	1	5	167939	117	1	5	10508	118	123	0.959349593495935	113.20325203252033
eggNOG_count_0.45_1e-10	125	1	5	167931	125	1	5	10508	126	131	0.9618320610687023	121.19083969465649
eggNOG_count_0.45_1e-05	135	1	6	167920	135	1	6	10508	136	142	0.9577464788732394	130.25352112676055
eggNOG_count_0.45_0.01	136	1	6	167919	136	1	6	10508	137	143	0.958041958041958	131.25174825174824
eggNOG_count_0.45_1	136	1	6	167919	136	1	6	10508	137	143	0.958041958041958	131.25174825174824
EC number_count_0.5_1e-30	72	1	8	167981	72	1	8	10508	73	81	0.9012345679012346	65.79012345679013
