Ortholog_Group	geneID	pLDDT_mean	file_name
OG6r16_197900	TcCL_NonESM06722	47.0	TcCL_NonESM06722_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb
OG6r16_197913	TcCL_NonESM07128	47.0	TcCL_NonESM07128_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb
OG6r16_197929	TcCL_NonESM07654	47.0	TcCL_NonESM07654_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_000.pdb
OG6r16_197167	TcCL_NonESM08201	47.0	TcCL_NonESM08201_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb
OG6r16_107020	TcCL_NonESM09045	47.0	TcCL_NonESM09045_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb
OG6r16_197003	TcCL_NonESM10425	47.0	TcCL_NonESM10425_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_198084	TcCL_NonESM11827	47.0	TcCL_NonESM11827_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_130476	TcCL_NonESM12064	47.0	TcCL_NonESM12064_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_148046	TcCL_Unassigned00089	47.0	TcCL_Unassigned00089_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_148288	TcCL_Unassigned02856	47.0	TcCL_Unassigned02856_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb
OG6r16_197736	TcCL_Unassigned03961	47.0	TcCL_Unassigned03961_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb
OG6r16_198234	TcCL_Unassigned04736	47.0	TcCL_Unassigned04736_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_197954	TcCL_Unassigned05308	47.0	TcCL_Unassigned05308_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb
OG6r16_197454	TcG_00920	47.0	TcG_00920_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb
OG6r16_197699	TcG_03681	47.0	TcG_03681_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb
OG6r16_197869	TcG_06623	47.0	TcG_06623_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_000.pdb
OG6r16_116601	TcG_07658	47.0	TcG_07658_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb
OG6r16_148078	TcG_07893	47.0	TcG_07893_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_148641	TcG_08368	47.0	TcG_08368_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb
OG6r16_197104	TcG_11163	47.0	TcG_11163_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb
OG6r16_198928	TcG_11806	47.0	TcG_11806_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_198946	TcG_13344	47.0	TcG_13344_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb
OG6r16_198931	TcSYL_0021940	47.0	TcSYL_0021940_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_199139	TcSYL_0030190	47.0	TcSYL_0030190_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb
OG6r16_198948	TcSYL_0052320	47.0	TcSYL_0052320_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_147990	TcSYL_0054010	47.0	TcSYL_0054010_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb
OG6r16_198271	TcSYL_0058260	47.0	TcSYL_0058260_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb
OG6r16_199100	TcSYL_0061420	47.0	TcSYL_0061420_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb
OG6r16_199212	TcSYL_0064590	47.0	TcSYL_0064590_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb
OG6r16_148857	TcSYL_0083530	47.0	TcSYL_0083530_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb
OG6r16_148916	TcSYL_0099170	47.0	TcSYL_0099170_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb
OG6r16_197915	TcSYL_0129890	47.0	TcSYL_0129890_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb
OG6r16_198923	TcSYL_0152210	47.0	TcSYL_0152210_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_113562	TcSYL_0168410	47.0	TcSYL_0168410_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb
OG6r16_199402	TcSYL_0184780	47.0	TcSYL_0184780_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb
OG6r16_199424	TcSYL_0202740	47.0	TcSYL_0202740_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb
OG6r16_130867	TcSYL_0202970	47.0	TcSYL_0202970_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb
OG6r16_113429	TcYC6_0005200	47.0	TcYC6_0005200_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb
OG6r16_130747	TcYC6_0009140	47.0	TcYC6_0009140_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb
OG6r16_199458	TcYC6_0037700	47.0	TcYC6_0037700_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_000.pdb
OG6r16_130416	TcYC6_0117800	47.0	TcYC6_0117800_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_148346	TcYC6_0121000	47.0	TcYC6_0121000_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_199058	Tc_MARK_7319	47.0	Tc_MARK_7319_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb
OG6r16_130565	Tc_MARK_7365	47.0	Tc_MARK_7365_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_000.pdb
OG6r16_197986	Tc_MARK_7777	47.0	Tc_MARK_7777_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb
OG6r16_196995	TevSTIB805.11_01.4730	47.0	TevSTIB805.11_01.4730_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb
OG6r16_121439	BCY84_10382	46.0	BCY84_10382_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb
OG6r16_130554	BCY84_16570	46.0	BCY84_16570_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb
OG6r16_180028	CUR178_03896	46.0	CUR178_03896_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb
OG6r16_180050	CUR178_06016	46.0	CUR178_06016_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb
OG6r16_149127	DQ04_09101030	46.0	DQ04_09101030_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb
OG6r16_128487	JIQ42_07808	46.0	JIQ42_07808_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb
OG6r16_179212	LAEL147_000014800	46.0	LAEL147_000014800_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb
OG6r16_179251	LAEL147_000831000	46.0	LAEL147_000831000_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb
OG6r16_128287	LARLEM1108_130016200	46.0	LARLEM1108_130016200_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb
OG6r16_179317	LARLEM1108_360062700	46.0	LARLEM1108_360062700_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb
OG6r16_179700	LBRM2903_110017700	46.0	LBRM2903_110017700_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb
OG6r16_179752	LBRM2903_230007200	46.0	LBRM2903_230007200_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb
OG6r16_180068	LENLEM3045_120006200	46.0	LENLEM3045_120006200_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb
OG6r16_180038	LENLEM3045_240006900	46.0	LENLEM3045_240006900_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_000.pdb
OG6r16_180090	LENLEM3045_250009800	46.0	LENLEM3045_250009800_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb
OG6r16_120334	LENLEM3045_350008800	46.0	LENLEM3045_350008800_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb
OG6r16_180099	LENLEM3045_350043400	46.0	LENLEM3045_350043400_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb
OG6r16_115793	LMJLV39_000006700	46.0	LMJLV39_000006700_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb
OG6r16_143105	LMJLV39_000008800	46.0	LMJLV39_000008800_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_128509	LMJLV39_000012100	46.0	LMJLV39_000012100_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb
OG6r16_180249	LMJSD75_210028700	46.0	LMJSD75_210028700_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_179695	LPAL13_100015700	46.0	LPAL13_100015700_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb
OG6r16_143296	LPAL13_160014200	46.0	LPAL13_160014200_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb
OG6r16_200627	LSM04_001948	46.0	LSM04_001948_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb
OG6r16_130668	LSM04_004966	46.0	LSM04_004966_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb
OG6r16_115724	LTULEM423_300043800	46.0	LTULEM423_300043800_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb
OG6_215206	PCON_0075830	46.0	PCON_0075830_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb
OG6_215295	PCON_0079340	46.0	PCON_0079340_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_000.pdb
OG6_215293	PCON_0084590	46.0	PCON_0084590_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb
OG6_215257	PCON_0086190	46.0	PCON_0086190_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_148573	TCSYLVIO_008152	46.0	TCSYLVIO_008152_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb
OG6r16_196893	Tb427_000233000	46.0	Tb427_000233000_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb
OG6r16_196917	Tb427_100137900	46.0	Tb427_100137900_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb
OG6_389675	Tb927.11.16780	46.0	Tb927.11.16780_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb
OG6r16_147967	TcBrA4_0021950	46.0	TcBrA4_0021950_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb
OG6r16_197253	TcCL_ESM06052	46.0	TcCL_ESM06052_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_197692	TcCL_ESM10126	46.0	TcCL_ESM10126_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb
OG6r16_197799	TcCL_NonESM02066	46.0	TcCL_NonESM02066_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_197827	TcCL_NonESM10912	46.0	TcCL_NonESM10912_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_198114	TcCL_NonESM12558	46.0	TcCL_NonESM12558_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb
OG6r16_197659	TcCL_Unassigned00607	46.0	TcCL_Unassigned00607_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_198206	TcCL_Unassigned01792	46.0	TcCL_Unassigned01792_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb
OG6r16_197727	TcCL_Unassigned02009	46.0	TcCL_Unassigned02009_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_121529	TcCL_Unassigned02088	46.0	TcCL_Unassigned02088_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb
OG6r16_130681	TcCL_Unassigned03634	46.0	TcCL_Unassigned03634_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb
OG6r16_148636	TcCL_Unassigned05287	46.0	TcCL_Unassigned05287_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_197489	TcG_01552	46.0	TcG_01552_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_197816	TcG_02940	46.0	TcG_02940_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_148794	TcG_05316	46.0	TcG_05316_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_130384	TcG_06026	46.0	TcG_06026_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb
OG6r16_197130	TcG_06710	46.0	TcG_06710_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb
OG6r16_197090	TcG_10254	46.0	TcG_10254_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_000.pdb
OG6r16_148508	TcG_11906	46.0	TcG_11906_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb
OG6r16_198126	TcG_13025	46.0	TcG_13025_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_197617	TcG_13062	46.0	TcG_13062_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_108107	TcSYL_0028040	46.0	TcSYL_0028040_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb
OG6r16_130837	TcSYL_0031650	46.0	TcSYL_0031650_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_199136	TcSYL_0055410	46.0	TcSYL_0055410_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_198115	TcSYL_0065140	46.0	TcSYL_0065140_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb
OG6r16_121766	TcSYL_0068440	46.0	TcSYL_0068440_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb
OG6_109785	TcSYL_0076390	46.0	TcSYL_0076390_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_148908	TcSYL_0077640	46.0	TcSYL_0077640_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_148305	TcSYL_0090130	46.0	TcSYL_0090130_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb
OG6r16_108182	TcSYL_0099470	46.0	TcSYL_0099470_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb
OG6r16_102418	TcSYL_0119050	46.0	TcSYL_0119050_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb
OG6r16_199318	TcSYL_0124210	46.0	TcSYL_0124210_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb
OG6r16_111160	TcSYL_0128690	46.0	TcSYL_0128690_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb
OG6r16_199338	TcSYL_0134260	46.0	TcSYL_0134260_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb
OG6r16_148491	TcSYL_0134570	46.0	TcSYL_0134570_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb
OG6r16_198859	TcSYL_0142270	46.0	TcSYL_0142270_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_199356	TcSYL_0147650	46.0	TcSYL_0147650_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_121756	TcSYL_0157290	46.0	TcSYL_0157290_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_199206	TcSYL_0171810	46.0	TcSYL_0171810_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb
OG6r16_199055	TcSYL_0187160	46.0	TcSYL_0187160_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb
OG6r16_199460	TcYC6_0037560	46.0	TcYC6_0037560_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_197687	TcYC6_0048610	46.0	TcYC6_0048610_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb
OG6r16_106119	TcYC6_0084880	46.0	TcYC6_0084880_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb
OG6r16_198243	Tc_MARK_4037	46.0	Tc_MARK_4037_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_199053	Tc_MARK_4586	46.0	Tc_MARK_4586_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb
OG6r16_197156	Tc_MARK_852	46.0	Tc_MARK_852_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb
OG6r16_196907	TevSTIB805.9.11670	46.0	TevSTIB805.9.11670_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_000.pdb
OG6r16_128416	CUR178_02745	45.0	CUR178_02745_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb
OG6_552549	DQ04_14001010	45.0	DQ04_14001010_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb
OG6r16_149152	DQ04_22191000	45.0	DQ04_22191000_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb
OG6r16_115790	GH5_05012	45.0	GH5_05012_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb
OG6r16_179814	JIQ42_01231	45.0	JIQ42_01231_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb
OG6r16_180083	JIQ42_06545	45.0	JIQ42_06545_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb
OG6r16_128257	LAEL147_000454300	45.0	LAEL147_000454300_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb
OG6r16_143089	LARLEM1108_050016300	45.0	LARLEM1108_050016300_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb
OG6r16_143090	LARLEM1108_050016500	45.0	LARLEM1108_050016500_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_000.pdb
OG6r16_179732	LBRM2903_190020300	45.0	LBRM2903_190020300_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb
OG6r16_143304	LBRM2903_230021600	45.0	LBRM2903_230021600_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb
OG6r16_179790	LBRM2903_320010500	45.0	LBRM2903_320010500_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_000.pdb
OG6r16_143430	LENLEM3045_230013500	45.0	LENLEM3045_230013500_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb
OG6r16_180091	LENLEM3045_260020300	45.0	LENLEM3045_260020300_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb
OG6r16_180096	LENLEM3045_330007800	45.0	LENLEM3045_330007800_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb
OG6r16_120230	LGELEM452_160023300	45.0	LGELEM452_160023300_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_112728	LGELEM452_250015600	45.0	LGELEM452_250015600_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb
OG6r16_115791	LMARLEM2494_250021400	45.0	LMARLEM2494_250021400_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb
OG6r16_180526	LMARLEM2494_290013500	45.0	LMARLEM2494_290013500_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb
OG6r16_180228	LMJLV39_110017700	45.0	LMJLV39_110017700_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb
OG6r16_143482	LMJLV39_210006600	45.0	LMJLV39_210006600_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb
OG6r16_180266	LMJLV39_290023700	45.0	LMJLV39_290023700_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb
OG6r16_143488	LMJLV39_300039600	45.0	LMJLV39_300039600_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb
OG6r16_180311	LMJSD75_250021900	45.0	LMJSD75_250021900_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb
OG6r16_180263	LMJSD75_290009600	45.0	LMJSD75_290009600_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb
OG6r16_180268	LMJSD75_290035300	45.0	LMJSD75_290035300_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb
OG6r16_179770	LPAL13_000049900	45.0	LPAL13_000049900_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb
OG6r16_179728	LPAL13_170019500	45.0	LPAL13_170019500_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb
OG6r16_179769	LPAL13_290011500	45.0	LPAL13_290011500_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_180333	LSCM4_03284	45.0	LSCM4_03284_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb
OG6r16_180340	LSCM4_06075	45.0	LSCM4_06075_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_200629	LSM04_000161	45.0	LSM04_000161_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb
OG6r16_200675	LSM04_004710	45.0	LSM04_004710_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb
OG6_116637	LSM04_006320	45.0	LSM04_006320_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_200683	LSM04_007983	45.0	LSM04_007983_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb
OG6r16_116856	LSM04_008935	45.0	LSM04_008935_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_179782	LTRL590_310020500	45.0	LTRL590_310020500_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_179211	LTULEM423_000020700	45.0	LTULEM423_000020700_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb
OG6r16_112729	LTULEM423_260010900	45.0	LTULEM423_260010900_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb
OG6r16_128279	LTULEM423_330022300	45.0	LTULEM423_330022300_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb
OG6r16_112740	LTULEM423_350023200	45.0	LTULEM423_350023200_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_110736	LtaP34.1160	45.0	LtaP34.1160_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb
OG6_215262	PCON_0061020	45.0	PCON_0061020_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_197672	TcCL_ESM09548	45.0	TcCL_ESM09548_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb
OG6r16_197494	TcCL_ESM10531	45.0	TcCL_ESM10531_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb
OG6r16_197755	TcCL_ESM11731	45.0	TcCL_ESM11731_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_197492	TcCL_NonESM02091	45.0	TcCL_NonESM02091_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_197893	TcCL_NonESM06426	45.0	TcCL_NonESM06426_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb
OG6_553761	TcCL_NonESM06940	45.0	TcCL_NonESM06940_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb
OG6r16_197911	TcCL_NonESM07075	45.0	TcCL_NonESM07075_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb
OG6r16_197704	TcCL_NonESM07686	45.0	TcCL_NonESM07686_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_130588	TcCL_NonESM09579	45.0	TcCL_NonESM09579_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_197780	TcCL_NonESM12548	45.0	TcCL_NonESM12548_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_000.pdb
OG6r16_198127	TcCL_NonESM12866	45.0	TcCL_NonESM12866_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb
OG6r16_198159	TcCL_Unassigned00178	45.0	TcCL_Unassigned00178_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_113527	TcCL_Unassigned01396	45.0	TcCL_Unassigned01396_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_197095	TcCL_Unassigned01419	45.0	TcCL_Unassigned01419_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb
OG6r16_198244	TcCL_Unassigned02150	45.0	TcCL_Unassigned02150_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb
OG6r16_111130	TcCL_Unassigned03753	45.0	TcCL_Unassigned03753_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_198309	TcCL_Unassigned04116	45.0	TcCL_Unassigned04116_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb
OG6r16_197455	TcCL_Unassigned06426	45.0	TcCL_Unassigned06426_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb
OG6r16_198863	TcG_02685	45.0	TcG_02685_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb
OG6_104998	TcG_07255	45.0	TcG_07255_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb
OG6r16_130387	TcG_11039	45.0	TcG_11039_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb
OG6r16_197702	TcG_13144	45.0	TcG_13144_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb
OG6r16_121583	TcG_13297	45.0	TcG_13297_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_000.pdb
OG6r16_113551	TcIL3000.A.H_000211500	45.0	TcIL3000.A.H_000211500_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb
OG6r16_199094	TcSYL_0013290	45.0	TcSYL_0013290_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb
OG6r16_148858	TcSYL_0023860	45.0	TcSYL_0023860_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb
OG6r16_197955	TcSYL_0049020	45.0	TcSYL_0049020_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb
OG6r16_199192	TcSYL_0052420	45.0	TcSYL_0052420_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb
OG6r16_199157	TcSYL_0054990	45.0	TcSYL_0054990_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_106147	TcSYL_0055060	45.0	TcSYL_0055060_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb
OG6r16_148892	TcSYL_0055740	45.0	TcSYL_0055740_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb
OG6r16_197829	TcSYL_0061370	45.0	TcSYL_0061370_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb
OG6r16_148899	TcSYL_0061780	45.0	TcSYL_0061780_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb
OG6r16_148868	TcSYL_0071370	45.0	TcSYL_0071370_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb
