Ortholog_Group	mean	median	min	max	std	skew
ADEAN_001037700	63.417910447761194	65.0	48.0	75.0	7.361137209844818	-0.6503816706712242
ADEAN_001044600	84.15068493150685	85.0	76.0	89.0	3.238960879650859	-1.157684327632846
ADEAN_001044800	64.5	59.0	53.0	84.0	10.257401508875711	0.7356071134337397
ADEAN_001045600	90.96428571428571	91.5	88.0	93.0	1.9337574794730572	-0.3760789679411807
ADEAN_001047300	49.18181818181818	47.0	38.0	66.0	6.793809252241645	1.0138247744496913
ADEAN_001048100	60.0	60.0	60.0	60.0		
ADEAN_001049900	76.63157894736842	77.0	72.0	82.0	2.2903305514898338	0.07395795182937044
ADEAN_001051300	74.33333333333333	75.5	58.0	81.0	7.631672440718628	-1.3683050283341056
ADEAN_001051700	91.0	91.0	88.0	94.0	4.242640687119285	
ADEAN_001053700	86.77611940298507	87.0	81.0	91.0	2.036194426645615	-0.1414450717536869
ADEAN_001054100	93.63333333333334	94.0	93.0	95.0	0.5513209612012655	0.0716136705398853
ADEAN_001054300	89.01639344262296	88.0	86.0	94.0	2.6108223690291448	0.789026045042067
ADEAN_001055000	64.95454545454545	65.5	59.0	74.0	5.358369267988276	0.11345160008178372
ADEAN_001055100	87.92857142857143	88.0	80.0	94.0	1.6967268453047017	-1.5161534469052684
ADEAN_001055600	83.03703703703704	83.5	79.0	93.0	2.223060638483797	1.3748505649467142
BCY84_00566	83.84615384615384	84.0	82.0	87.0	0.85397349447786	1.3312381620910485
BCY84_00577	69.87719298245614	71.0	63.0	78.0	3.722854969349058	-0.6337523030028118
BCY84_00620	82.1830985915493	82.0	76.0	84.0	1.4173401563182615	-1.3871405668613592
BCY84_00648	77.71428571428571	76.0	72.0	82.0	2.844720895762872	0.022565776247858296
BCY84_00750	71.25	72.0	60.0	78.0	5.897941529526576	-0.8139825278365379
BCY84_00885						
BCY84_00996	62.32258064516129	59.0	59.0	78.0	6.079402913522528	1.8674788461388416
BCY84_01085	62.5	62.0	53.0	73.0	8.18535277187245	0.3646849085262842
BCY84_01565	82.25	82.0	79.0	86.0	3.774917217635375	0.06041726540998444
BCY84_01625	39.5	33.0	33.0	59.0	12.999999999999998	1.9999999999999998
BCY84_01822	60.59375	61.0	42.0	76.0	8.977841875241626	-0.43935940129466144
BCY84_01950	57.0	57.0	56.0	58.0	1.4142135623730951	
BCY84_02191	97.0	97.0	96.0	98.0	0.4714045207910331	0.0
BCY84_02260	41.23076923076923	41.0	37.0	51.0	1.925747134047328	3.289604428333061
BCY84_02290	64.13636363636364	63.0	63.0	74.0	2.396335586353515	3.591895856245501
BCY84_02379	72.0	72.0	72.0	72.0	0.0	
BCY84_02720	64.33333333333333	63.0	62.0	68.0	2.8751811537130427	0.8639006848435467
BCY84_02771	33.0	33.0	33.0	33.0	0.0	0.0
BCY84_02814	56.375	57.0	53.0	57.0	1.1474609652039005	-2.070772140377584
BCY84_02820	66.66666666666667	67.0	66.0	67.0	0.5773502691896247	-1.7320508075689511
BCY84_02860	79.79310344827586	80.0	79.0	84.0	0.9403384779971351	3.2120637228229314
BCY84_03031						
BCY84_03153						
BCY84_03156	67.46153846153847	68.0	59.0	71.0	2.7572747600781664	-2.6290881883495927
BCY84_03255	91.96296296296296	91.0	89.0	94.0	1.3867698719858539	0.4652603807927053
BCY84_03351	31.0	31.0	31.0	31.0		
BCY84_03431	43.0	43.0	38.0	53.0	2.3594388245834117	1.2473418372343772
BCY84_04541	42.60481099656357	42.0	39.0	57.0	2.7238115184961784	2.6916448446687125
BCY84_04620	47.875	48.0	41.0	56.0	5.19443383412888	0.17646033135126693
BCY84_04672	68.64150943396227	69.0	64.0	71.0	1.3600670178996839	-2.5984552911835905
BCY84_05030	97.39473684210526	97.0	97.0	99.0	0.5184321844027081	0.7325735608408879
BCY84_05076						
BCY84_05488	47.0	55.0	31.0	55.0	13.856406460551018	-1.7320508075688774
BCY84_05645	52.41463414634146	52.0	52.0	53.0	0.4987789969564456	0.3598531224899479
BCY84_05927	50.3733552631579	50.0	46.0	61.0	3.0868525783162277	1.628756889765456
BCY84_05943	43.13333333333333	41.0	40.0	49.0	3.6029088776920766	0.7846654948892615
BCY84_06146	70.3	72.0	63.0	78.0	5.089721324188068	-0.6624192119623605
BCY84_06227	82.2	83.0	79.0	86.0	2.1074580210160376	-0.44808541727835
BCY84_06807	73.95	74.0	70.0	81.0	1.7679482531004744	2.043057651742327
BCY84_06972	74.0	74.0	74.0	74.0	0.0	
BCY84_07009	89.12280701754386	89.0	82.0	93.0	1.7015767418842187	-0.5816434714734529
BCY84_09068	57.8	56.5	49.0	73.0	4.5748544161856035	0.3526556028125256
BCY84_10180	59.166666666666664	60.0	45.0	71.0	7.221600594848425	-0.7429450977738329
BCY84_10694	85.512077294686	86.0	81.0	89.0	1.249698617576754	-0.9845885487157332
BCY84_11177	94.26666666666667	95.0	88.0	96.0	2.5219754876604843	-1.5302255296381828
BCY84_11479	87.0056603773585	87.0	81.0	90.0	1.7342229776572151	-0.3514440062269235
BCY84_11562	67.5	68.0	65.0	69.0	0.8032193289025006	-1.1951903614069181
BCY84_11615						
BCY84_11776	62.96551724137931	63.0	52.0	69.0	3.3715294943506695	-0.7173227689999507
BCY84_11800	67.82857142857142	67.0	64.0	73.0	2.0071301473924024	1.3835077883492926
BCY84_11808	90.0	90.0	87.0	92.0	1.1832159566199338	-0.9047832138084878
BCY84_11852	73.47826086956522	73.0	66.0	79.0	3.7814702045914075	-0.32493406922434587
BCY84_12265						
BCY84_12316	81.24324324324324	81.0	80.0	84.0	1.1445021746128075	1.3632158500116474
BCY84_12346	32.46341463414634	32.0	29.0	37.0	1.6597825305685345	0.5157065799470996
BCY84_12596	58.53333333333333	59.0	56.0	63.0	1.7658374268832957	0.2663150999247261
BCY84_12667	77.0	77.0	67.0	83.0	2.5321462647095165	-1.1067035575533706
BCY84_12757						
BCY84_12957	55.82857142857143	53.0	44.0	72.0	6.709222354064092	0.9150632101448517
BCY84_12991	46.41935483870968	46.0	46.0	50.0	0.807225435195031	3.124308350150863
BCY84_13403	55.4	53.0	53.0	61.0	3.5777087639996643	1.2577882373436333
BCY84_13601	62.53846153846154	61.0	60.0	70.0	2.1256101767449693	1.252217491001762
BCY84_14006	81.125	83.0	72.0	87.0	2.8030016378550804	-0.7492851436866422
BCY84_14404	48.06896551724138	48.0	47.0	56.0	1.7098670475206676	3.798755277207689
BCY84_14410	88.85714285714286	89.0	86.0	93.0	1.5083541610418532	0.3999193633420316
BCY84_14513	85.96396396396396	86.0	64.0	93.0	6.445474702777474	-0.9343727017190566
BCY84_14547	78.36363636363636	79.0	72.0	81.0	1.6774542658006542	-2.7024467144366704
BCY84_15030	52.955555555555556	53.0	52.0	54.0	0.4240259187808924	-0.2936378522739157
BCY84_15071	65.0	65.0	65.0	65.0		
BCY84_15072	39.0	38.0	37.0	44.0	2.8284271247461903	2.099223256647563
BCY84_15247	94.12345679012346	95.0	82.0	95.0	1.926023857908969	-3.7635873799117676
BCY84_15821	60.04225352112676	59.0	56.0	65.0	2.2830845032750235	0.2800782290760051
BCY84_15822	53.03030303030303	55.0	48.0	62.0	3.8282245271539437	-0.18122265040925345
BCY84_16244	64.44444444444444	64.0	61.0	69.0	2.1858128414340015	0.8348156786230903
BCY84_16469	36.904761904761905	35.0	34.0	54.0	4.471097010635461	2.749559039264797
BCY84_17586	51.490566037735846	50.0	45.0	67.0	4.153879750442001	1.7653521076176804
BCY84_17674	67.93103448275862	68.0	66.0	72.0	1.3344617556677663	1.1997683872399614
BCY84_18093	41.775	41.0	36.0	50.0	2.8193499564997575	1.3827168902883387
BCY84_18227	78.0	80.0	68.0	83.0	3.42083727464118	-0.638911609278638
BCY84_18326	51.78378378378378	52.0	48.0	59.0	1.7018802532482704	2.180397461082031
BCY84_18395	57.0	57.0	57.0	57.0		
BCY84_18599	51.01960784313726	51.0	48.0	57.0	1.805438407461538	0.8822147908388174
BCY84_18630	45.333333333333336	42.0	42.0	52.0	5.773502691896256	1.7320508075688732
BCY84_18820	62.27272727272727	62.0	58.0	68.0	2.545983031818685	0.0871858603223611
BCY84_18852	52.1875	50.0	50.0	58.0	2.971391368814729	1.0640810974881705
BCY84_18875	82.37837837837837	83.0	72.0	91.0	4.300617587994645	-0.21086505604184524
BCY84_18991	82.3225806451613	83.0	63.0	84.0	4.377115463972385	-3.829666801888547
BCY84_19030	61.24390243902439	61.0	56.0	68.0	1.8272997538017417	0.5241316787148955
BCY84_19033						
BCY84_19035	53.2	53.0	45.0	61.0	3.764096312879306	-0.6137075915174964
BCY84_19058	72.58181818181818	74.0	63.0	80.0	3.8185265196335663	-0.5478094280828819
BCY84_19454	64.18461538461538	64.0	59.0	71.0	1.394676635754252	-0.011946808611856078
BCY84_19570	78.42622950819673	79.0	73.0	80.0	1.4078235731492508	-1.6228502817085475
BCY84_19648	45.833333333333336	46.0	41.0	53.0	3.2293298729878055	0.4820842361141242
BCY84_19902	67.8	67.0	66.0	70.0	1.6431676725154976	0.5184205276797954
BCY84_20379	49.333333333333336	49.0	47.0	54.0	1.7994708216848743	1.8827807647369894
BCY84_20444	72.44827586206897	73.0	68.0	74.0	1.2126183858715363	-2.645732224830142
BCY84_20515	79.3030303030303	79.0	77.0	83.0	1.4027840283889164	0.8657156741587309
BCY84_20695	78.23809523809524	78.0	77.0	83.0	1.1791845447071458	3.534024850039817
BCY84_20913	47.891061452513966	47.0	43.0	59.0	3.1987179665088052	1.4787387239513032
BCY84_21131	63.44444444444444	64.0	61.0	66.0	1.3769739822052804	-0.1293391360661798
BCY84_21580	41.4	40.0	40.0	47.0	3.1304951684997047	2.2360679774997916
BCY84_21652	80.3953488372093	80.0	78.0	85.0	1.3716926396516176	0.6745460431015072
BCY84_21692	62.486486486486484	62.0	62.0	65.0	0.6920830723106732	1.645376357988505
BCY84_21740	63.86842105263158	63.0	62.0	67.0	1.2119016245772245	0.9382329240125129
BCY84_21741	60.18518518518518	60.0	58.0	68.0	2.2324711249084435	1.8717709787092192
BCY84_21955	43.5	44.0	42.0	46.0	0.9001915504970072	0.0
BCY84_22031	35.166666666666664	35.0	34.0	38.0	1.4719601443879728	1.839514689317997
BCY84_22514	49.95238095238095	49.0	47.0	58.0	2.9873912344922307	1.7600304475646322
BCY84_22770	68.30434782608695	70.0	63.0	75.0	3.482877371170094	-0.5200163002273359
BCY84_22868	85.03225806451613	85.0	83.0	89.0	1.3536092732085296	1.4895509907506894
BCY84_22890	40.0	39.5	37.0	47.0	3.687817782917155	1.7226830473834465
BSAL_00045	77.88888888888889	78.0	73.0	80.0	1.236995848885003	-1.6957473348452845
BSAL_00275	88.45588235294117	88.5	82.0	92.0	2.409449443979614	-0.1498218792916034
BSAL_00345	81.3125	81.0	78.0	83.0	0.8886408384057847	-0.9478248795296226
BSAL_00690	74.85526315789474	74.0	65.0	85.0	4.423283689352422	0.2149374572773821
BSAL_00865	77.72727272727273	80.0	66.0	86.0	6.798395532637229	-0.6405107348847626
BSAL_01370	61.44444444444444	61.0	56.0	67.0	3.0459444804161784	0.13789388196021224
BSAL_01620	87.0	87.5	84.0	88.0	1.2977713690461026	-1.2842529172852035
BSAL_01685	71.03571428571429	71.0	63.0	74.0	2.027261295390501	-2.120254078254501
BSAL_01940c	70.175	69.0	67.0	76.0	2.352167576447798	1.0981863731802326
BSAL_02430	90.44871794871794	90.0	89.0	94.0	0.9756441215327647	0.5351424416444873
BSAL_02455	69.0	69.0	69.0	69.0		
BSAL_02680	60.5	60.5	58.0	63.0	3.5355339059327378	
BSAL_02685	51.107142857142854	50.0	48.0	58.0	2.298780445016778	1.514007003335173
BSAL_02885	57.166666666666664	57.5	51.0	58.0	1.6179144164088324	-3.583473112167214
BSAL_02890	93.04	96.0	74.0	96.0	5.158547493713511	-2.812403028888973
BSAL_03275	87.59210526315789	87.0	86.0	92.0	2.2637881619323923	1.3532637907554161
BSAL_03605	84.77611940298507	85.0	80.0	89.0	1.9134365048922273	-0.3119986439007602
BSAL_03630	88.60759493670886	90.0	84.0	92.0	2.08423706461442	-0.9753168965762918
BSAL_03645	89.67241379310344	89.0	84.0	92.0	1.3427901174254815	-0.8102000939344703
BSAL_03700	92.61052631578947	94.0	83.0	95.0	2.5735757756934805	-2.157370241073093
BSAL_03730	82.94366197183099	83.0	73.0	87.0	3.1116707682238673	-1.4565914270398204
BSAL_03795	92.65384615384616	92.0	90.0	95.0	1.9378814760930614	0.3547292214197939
BSAL_03910	75.22448979591837	75.0	73.0	79.0	1.862629258629327	0.16231412526020295
BSAL_04040	87.41791044776119	88.0	82.0	89.0	1.1566573276805319	-2.2768193335489557
BSAL_04155	63.24444444444445	63.0	62.0	67.0	1.1110100964183152	1.4657805012464973
BSAL_04165	63.833333333333336	64.0	60.0	67.0	2.63944438597722	-0.319046412810144
BSAL_04445	83.15	83.0	77.0	85.0	1.3125857518395465	-2.845045147669977
BSAL_04600	77.625	78.0	58.0	85.0	3.278719262151006	-4.459114231539909
BSAL_04755	63.93181818181818	62.0	57.0	78.0	5.4851847579303294	0.41530705763165204
BSAL_05235	85.43396226415095	87.0	81.0	94.0	2.831888700837877	0.1300236899820337
BSAL_05620	75.11428571428571	77.0	61.0	79.0	3.043371781633362	-1.855197876587584
BSAL_05680	71.0	70.5	68.0	75.0	2.3169853371636937	0.5359680294220783
BSAL_05685	85.45161290322581	86.0	82.0	89.0	1.1966814681544198	-0.29716596102331455
BSAL_05695	94.01785714285714	95.0	87.0	97.0	1.9305305104939576	-1.0481935401726974
BSAL_05785	82.33333333333333	83.0	65.0	87.0	3.479104290858018	-3.9573013431180892
BSAL_06205	79.33333333333333	79.0	75.0	81.0	1.0377490433255459	-2.750458535850763
BSAL_06260	75.96875	76.0	74.0	79.0	0.8224422717264607	1.1731262450598339
BSAL_06340	85.05454545454545	84.0	81.0	90.0	1.7786613965666318	0.5089844380140365
BSAL_06365	76.9	77.0	74.0	79.0	1.2523661815266247	-0.6859498566444797
BSAL_06465	78.5111111111111	78.0	77.0	81.0	0.920035133277335	1.3402288925270325
BSAL_06525	90.64150943396227	91.0	89.0	93.0	0.7619393177594586	0.44767730608717254
BSAL_06530	68.1	67.5	60.0	78.0	3.412163117856054	0.5885143395526929
BSAL_06580	81.57142857142857	83.0	75.0	87.0	2.516611478423592	-0.8888865452795247
BSAL_06605	49.8	49.0	48.0	61.0	2.898275349237886	2.2559362492582524
BSAL_07295	70.64285714285714	71.0	66.0	76.0	1.6154661398064902	0.7754134516641621
BSAL_07420	86.24166666666666	86.0	80.0	92.0	1.8964621344627268	0.24683868593766795
BSAL_07780	68.0	68.0	68.0	68.0		
BSAL_07895	88.43478260869566	90.0	73.0	96.0	5.475782110650509	-1.7229474048103266
BSAL_07975	83.22857142857143	86.0	75.0	89.0	4.955370176059553	-0.6901088464293181
BSAL_08120	85.5	86.0	78.0	87.0	1.6065743310164926	-3.6119040427127107
BSAL_08240	89.66037735849056	93.0	47.0	94.0	11.73742108391004	-3.309585246732354
BSAL_08280	58.25	58.5	57.0	59.0	0.9574271077563381	-0.8545630383279712
BSAL_08540	73.0	73.0	73.0	73.0	0.0	
BSAL_08665	71.75757575757575	72.0	70.0	78.0	1.6082537693038945	1.6675437638054647
BSAL_08820	63.55813953488372	64.0	61.0	67.0	1.0012304331675899	0.4124681561177275
BSAL_08890	56.294117647058826	56.0	50.0	64.0	4.051143629382	0.40127486668836004
BSAL_09105	48.138888888888886	49.0	45.0	55.0	2.3274573901520523	0.1994167746733838
BSAL_09320	72.18181818181819	72.0	71.0	78.0	1.5300029708824396	1.9035168727314644
BSAL_09370	67.46938775510205	69.0	62.0	74.0	3.048920852916148	-0.5321395474155032
BSAL_09385	89.69047619047619	90.0	87.0	92.0	0.7804968785767592	-0.35346943691319094
BSAL_09725	83.71428571428571	84.0	80.0	87.0	2.5634797778466205	-0.3052915425412704
BSAL_09750	83.5625	84.0	82.0	87.0	0.7964348753277308	1.5007404103805102
BSAL_09805	70.57575757575758	71.0	68.0	76.0	1.728143566512975	0.7073480158545674
BSAL_09810	46.986486486486484	47.0	41.0	52.0	2.4466540934998413	-0.30115984488352465
BSAL_09825	64.56363636363636	65.0	63.0	67.0	0.8769398890594328	0.31154347873351895
BSAL_09905	84.67857142857143	85.0	78.0	89.0	2.4353991112687954	-1.1611931483094646
BSAL_09980	76.8936170212766	77.0	73.0	80.0	1.3226133970154927	-0.2675396895623401
BSAL_10175	78.37735849056604	80.0	44.0	82.0	6.46953337722382	-4.854627739265766
BSAL_10240	84.76470588235294	87.0	48.0	88.0	9.085649102174434	-3.7705361406026845
BSAL_10245	55.714285714285715	55.0	48.0	69.0	6.421689437998013	1.6390756989343755
BSAL_10290	67.85714285714286	67.0	67.0	69.0	1.0690449676496985	0.3741657386773782
BSAL_10470	89.7948717948718	92.0	62.0	93.0	7.606020770206665	-3.2508282032714177
BSAL_10980	74.05	75.0	59.0	78.0	3.6917404253848964	-3.865560040568795
BSAL_11270	77.31343283582089	77.0	75.0	81.0	1.157439117109216	0.6828702332627696
BSAL_11470	81.66666666666667	81.0	81.0	83.0	1.1547005383792495	1.7320508075688406
BSAL_11525	73.0	73.0	68.0	79.0	2.449489742783179	0.022561089736160847
BSAL_11555	62.27777777777778	62.0	60.0	65.0	1.4061024795535124	0.15722494155296976
BSAL_11770	60.55555555555556	61.0	56.0	63.0	1.8559214542766729	-0.6611641861477983
BSAL_11785	67.4	67.0	67.0	69.0	0.8944271909999173	2.236067977499758
BSAL_11905	65.76153846153846	66.0	60.0	74.0	2.400916640694454	-0.09288025186554716
BSAL_12270	76.5	76.5	72.0	81.0	2.7255405754769875	-0.08466915988907801
BSAL_12420	66.0	67.0	62.0	73.0	3.4335803011158084	0.1473541716172946
BSAL_12425	90.2463768115942	90.0	88.0	92.0	0.9140375378674803	-0.6350921007663486
BSAL_12440	90.90666666666667	92.0	87.0	97.0	2.0280021678471725	-0.09941123263414117
BSAL_12460	67.46153846153847	67.0	66.0	70.0	1.1982893790305547	0.6218279851004587
BSAL_12470	80.5813953488372	81.0	77.0	86.0	2.3014752839939514	0.14856881534540756
BSAL_12720	84.23076923076923	86.0	70.0	89.0	4.2455025024107265	-2.015301213188273
BSAL_12900	89.8103448275862	89.0	86.0	93.0	1.419870225744323	1.0332702298778118
BSAL_12915	83.94736842105263	83.0	77.0	87.0	1.673544705019629	-0.8379403820158651
BSAL_13300	86.3157894736842	87.0	82.0	92.0	2.1889160293301853	-0.3564218998371335
BSAL_13435	64.4320987654321	64.0	60.0	74.0	3.2169017377165026	0.949123877538095
BSAL_13510	91.42647058823529	93.0	87.0	94.0	2.031954991793433	-0.5722454991386857
BSAL_13525	63.50819672131148	69.0	48.0	80.0	9.910638981787322	-0.3282616334244674
BSAL_14095	76.13636363636364	75.0	74.0	83.0	2.5874321623581156	1.1413073274310015
BSAL_14165						
BSAL_14325	62.13793103448276	62.0	59.0	68.0	2.116670868723445	1.2378210994754928
BSAL_14360	80.0	81.0	73.0	84.0	2.3372390907145535	-1.047852136052711
BSAL_14445	84.91549295774648	86.0	79.0	89.0	2.687252866368711	-0.898252691472626
BSAL_14535	84.82758620689656	85.0	77.0	89.0	2.6868590998897015	-1.2148428639452558
BSAL_14710	67.0	66.0	61.0	76.0	3.4970713742675197	0.6155284483837404
BSAL_15155	77.5	80.0	60.0	84.0	5.023915408065419	-1.556895170068528
BSAL_15235	83.35714285714286	84.0	79.0	86.0	1.155148704721906	-2.0213114878714955
BSAL_15445	88.075	89.0	78.0	92.0	2.3357588126279722	-2.509610321302127
BSAL_15475	64.41025641025641	63.0	59.0	73.0	3.0497450171064653	0.7552309772449091
BSAL_15525	63.916666666666664	64.0	61.0	68.0	1.1998817908680581	1.1688165009238967
BSAL_15700	69.26415094339623	70.0	54.0	73.0	3.4258684659526417	-2.625663313257333
BSAL_15940	81.25	82.5	71.0	86.0	4.287932326467343	-1.2022702334730064
BSAL_16545	85.9375	85.0	81.0	94.0	2.69282932753527	1.0516238927936359
BSAL_16625	77.8103448275862	79.0	67.0	82.0	2.3430142271189	-2.272372567383101
BSAL_16985	85.47368421052632	86.0	77.0	94.0	2.236908446605766	0.4774175492187127
BSAL_17030	54.0	53.5	46.0	66.0	6.48074069840786	0.23785808912523826
BSAL_17050	95.02380952380952	95.0	93.0	96.0	0.7485952776121391	-0.40545716108487617
BSAL_17295	94.16901408450704	94.0	90.0	95.0	0.6758257487369984	-3.0741794866587733
BSAL_17365	78.46268656716418	78.0	76.0	83.0	1.1325535402282279	1.449800582233225
BSAL_17375	74.16216216216216	74.0	71.0	79.0	2.2300163615931083	0.49979207895198374
BSAL_17390	86.35211267605634	84.0	81.0	94.0	4.942811783790672	0.43643648736121227
BSAL_17395	64.15625	65.0	58.0	71.0	2.966579720502272	-0.5711975030940247
BSAL_17445	85.59740259740259	86.0	79.0	89.0	1.934858489723808	-1.466478951643742
BSAL_17460	70.08771929824562	71.0	64.0	75.0	2.687807801339653	-0.7486465098095999
BSAL_17480	71.1	71.0	67.0	79.0	2.23379835089558	2.079498122863014
BSAL_17560	93.14166666666667	93.5	89.0	96.0	1.530067463407099	-0.24273004413932128
BSAL_17680	92.453125	93.0	86.0	95.0	1.5031870592439698	-3.049198665263083
BSAL_17690	77.1104033970276	78.0	55.0	89.0	5.616514218319427	-0.5535478026375426
BSAL_17860	66.66666666666667	66.0	65.0	69.0	2.0816659994661335	1.2933427807333753
BSAL_17885	78.17647058823529	78.0	77.0	81.0	0.6230853024407216	2.963885104526198
BSAL_18035	91.5909090909091	92.5	82.0	95.0	3.126828469400949	-2.511023136916599
BSAL_18045	58.54545454545455	58.5	56.0	62.0	1.4712247158412493	0.8890552108840007
BSAL_18260	61.604166666666664	60.0	52.0	80.0	4.211128030680157	1.5648910439680435
BSAL_18380	80.33333333333333	80.0	79.0	82.0	1.5275252316519452	0.9352195295828521
BSAL_18570	76.27272727272727	76.0	73.0	85.0	1.8682694190104292	2.0640947646842953
BSAL_18675	88.9245283018868	90.0	77.0	94.0	3.2036581050404385	-1.4132303460080504
BSAL_18880	88.75	91.0	80.0	93.0	4.321370433582665	-1.3578232873051983
BSAL_18890	94.8048780487805	95.0	94.0	96.0	0.6410737943139606	0.19227042328192986
BSAL_19145	66.84375	66.0	57.0	75.0	3.3391318613228775	0.6185595228719275
BSAL_19180	60.828125	61.0	53.0	67.0	2.4205121293341954	-0.4648718179252076
BSAL_19210	85.33870967741936	85.0	75.0	91.0	2.8164827989806733	-1.2458149483666237
BSAL_19605	74.34615384615384	75.0	63.0	80.0	3.004104734801182	-0.678271807455821
BSAL_19620	53.37837837837838	52.0	49.0	65.0	3.925354558305327	2.214068597047543
BSAL_19655	81.68604651162791	82.0	78.0	86.0	1.4080577186279282	0.19151009891269313
BSAL_19690	79.28571428571429	79.0	77.0	84.0	1.6297498753135846	0.9387210278468388
BSAL_19795	62.75342465753425	62.0	55.0	73.0	3.4991301376112207	0.6316968654983116
BSAL_19800	69.42307692307692	69.0	66.0	80.0	3.2146300181896748	1.4624638937857466
BSAL_20040	87.90277777777777	88.0	80.0	90.0	1.6543559422701561	-2.33649666573998
BSAL_20210	87.36764705882354	88.0	81.0	91.0	1.9918071878505974	-0.5985009926783926
BSAL_20430	72.54761904761905	74.0	32.0	87.0	7.071765850307798	-4.597153207110359
BSAL_20505	80.48507462686567	80.0	72.0	85.0	2.5033363440680114	-0.2594152237812664
BSAL_20785	75.66850828729282	75.0	69.0	81.0	2.0576557551921515	0.05964093438178291
BSAL_21145	77.03333333333333	77.0	74.0	84.0	2.049941435018485	1.3702312190881363
BSAL_21175	75.57575757575758	75.0	70.0	80.0	1.8545603089125815	-0.7061680488941022
BSAL_21300	71.71428571428571	72.0	70.0	73.0	1.1126972805283726	-0.24887548641401566
BSAL_21650	85.73170731707317	85.0	84.0	89.0	1.1004912538039002	0.8976258872353713
BSAL_22225	73.65573770491804	73.0	60.0	81.0	4.438037276025074	-0.28702078472730663
BSAL_22580	59.98275862068966	62.0	51.0	68.0	4.152747470620984	-0.5019021201246052
BSAL_22615	77.18181818181819	78.0	67.0	81.0	2.575460470090083	-1.5385798096154568
BSAL_22710	81.61904761904762	81.0	77.0	87.0	1.5804100267128665	0.7615472777691917
BSAL_22830	77.2	78.0	71.0	83.0	2.6050349127318295	-0.535682027313745
BSAL_22945	76.26136363636364	78.0	68.0	88.0	3.902531798840514	-0.1954137464265248
BSAL_23165	60.0625	60.0	58.0	67.0	1.949979321643875	2.691058256410964
BSAL_23280	93.0	93.5	84.0	95.0	2.2870874995874577	-3.3571162350528043
BSAL_23470	68.08823529411765	68.0	65.0	72.0	1.8318337733708354	-0.012233838512822493
BSAL_23530	70.33333333333333	71.0	64.0	74.0	1.5187714333192703	-1.2015883546902275
BSAL_23570	89.01785714285714	89.0	77.0	93.0	2.467910941582868	-2.8060705579525083
BSAL_23700	75.6	75.0	72.0	85.0	3.244225639501668	1.1758251221417824
BSAL_23705	72.86363636363636	73.0	72.0	76.0	0.9902118361842992	1.5904015479703844
BSAL_23790	75.83050847457628	76.0	73.0	82.0	1.1619327295632893	2.458486591230663
BSAL_23940	81.08333333333333	82.0	76.0	84.0	2.0834057958412546	-1.190451840019191
BSAL_24005	95.94845360824742	96.0	73.0	97.0	2.514007151692875	-8.190059248018825
BSAL_24095	94.15686274509804	94.0	91.0	95.0	0.8572642304355821	-1.1065160800738454
BSAL_24530	85.35384615384615	85.0	78.0	92.0	1.9318932523463948	0.32321400734430733
BSAL_25120	92.98333333333333	93.0	79.0	95.0	2.600467146212595	-4.856683117895531
BSAL_25130	75.1830985915493	74.0	70.0	82.0	3.317959179783902	0.43111728036337776
BSAL_25925	60.72222222222222	60.0	58.0	65.0	1.8086574662067332	1.607597050253223
BSAL_26050	46.706896551724135	46.0	44.0	53.0	2.052030408188011	1.1429345442137966
BSAL_26090	77.46153846153847	76.0	75.0	85.0	2.246004099051351	1.3826125020154587
BSAL_26140	47.84090909090909	48.0	44.0	52.0	1.4132789158085246	0.1395462032797057
BSAL_26230	82.15625	82.0	79.0	86.0	1.3477641685281045	0.22831240644190803
BSAL_26345	63.76315789473684	63.0	59.0	69.0	2.665436534667705	0.21434705117774003
BSAL_26355	87.921875	87.0	86.0	94.0	2.1988791336598	1.5726209048451363
BSAL_26365	77.35384615384615	77.0	69.0	84.0	2.508926371670067	-0.25063318137255036
BSAL_26615	81.24752475247524	81.0	78.0	85.0	1.2570671116789567	-0.11363584248771733
BSAL_26685	47.0	47.0	47.0	47.0		
BSAL_26940	88.11235955056179	88.0	81.0	95.0	4.684205089852472	0.010294391737132515
BSAL_27270	85.1029411764706	86.0	67.0	87.0	3.7660688791441794	-3.778990132019192
BSAL_27315	72.9090909090909	73.0	60.0	79.0	5.430553295098858	-1.3405450532858918
BSAL_27345	95.04375	95.0	90.0	97.0	1.0481902643073329	-0.8845202940345309
BSAL_27390	81.53846153846153	82.0	79.0	82.0	0.6823393910177046	-1.7173241062539508
BSAL_27835	78.38461538461539	78.0	70.0	84.0	2.212834068651464	-0.17600127912545144
BSAL_27880	79.22641509433963	79.0	73.0	84.0	2.267169613229777	-0.9709436333632064
BSAL_27895	89.05	89.0	82.0	93.0	2.3027249885475607	-1.6397831063588484
BSAL_27905	87.95	88.0	86.0	89.0	0.6863327411532602	-1.0228980420671154
BSAL_27955	66.74418604651163	65.0	63.0	71.0	2.5736117224429766	0.5525748510901599
BSAL_28335	61.09803921568628	60.0	58.0	65.0	2.282585393458785	0.27363348264762516
BSAL_28615	76.9375	78.0	68.0	81.0	3.021451086260817	-2.069767149487374
BSAL_29180	91.66666666666667	92.0	90.0	95.0	1.1506275079155082	0.2916341802381315
BSAL_29395	69.0	69.0	66.0	78.0	1.8856180831641323	2.9433319766890036
